carat,cut,color,clarity,depth,table,price,x,y,z
0.7,Fair,I,I1,66.3,63,1014,5.58,5.43,3.66
0.61,Ideal,E,SI2,62,54,1368,5.46,5.48,3.39
0.52,Ideal,E,VS2,61.3,57,1694,5.22,5.19,3.19
1.01,Ideal,H,SI1,62.9,55,4773,6.35,6.4,4.01
0.42,Ideal,F,SI1,61.6,56,691,4.81,4.83,2.97
1.51,Very Good,F,VS1,59.6,63,14673,7.34,7.43,4.4
0.41,Ideal,E,VS1,60.5,58,997,4.81,4.85,2.92
0.82,Very Good,E,VS2,60.4,61,3795,6.06,6.09,3.67
1.5,Ideal,G,VS1,61.8,56,13377,7.38,7.31,4.54
0.4,Premium,J,IF,62.2,61,1063,4.71,4.68,2.92
0.71,Ideal,I,SI1,61.4,56,2255,5.73,5.77,3.53
0.54,Ideal,I,SI1,62.4,55,1170,5.19,5.23,3.25
0.73,Ideal,E,SI1,62.7,55,2852,5.7,5.79,3.6
1.4,Very Good,G,VS2,62.2,61,10378,7.09,7.13,4.42
1,Fair,E,VS2,67,54,5729,6.23,6.18,4.16
0.4,Ideal,E,VVS2,61.1,57,895,4.77,4.79,2.92
1.02,Fair,H,SI1,65.5,60,4758,6.29,6.22,4.1
0.32,Ideal,H,VVS1,61.6,55,730,4.4,4.43,2.72
1,Good,D,SI2,63.3,56,4620,6.35,6.38,4.03
0.31,Ideal,F,VVS2,61.2,56,716,4.4,4.43,2.7
0.72,Ideal,E,SI2,62.7,57,2345,5.71,5.78,3.6
0.51,Premium,H,SI2,60,62,964,5.18,5.15,3.1
0.36,Premium,H,VS2,60.9,59,729,4.62,4.58,2.8
0.41,Ideal,H,VVS1,62.7,54,1043,4.78,4.79,3
0.41,Good,H,SI1,63.3,56,683,4.71,4.74,2.99
1.71,Very Good,F,VS2,58.5,61,17052,7.88,7.79,4.58
0.91,Very Good,H,VS1,61.7,56,4066,6.22,6.25,3.85
0.32,Very Good,G,SI2,62.3,58,421,4.37,4.42,2.74
0.76,Ideal,E,VS2,62.1,56,3431,5.83,5.87,3.63
0.32,Premium,I,VS1,61,60,648,4.47,4.42,2.71
0.4,Ideal,E,VS1,62.5,55,947,4.67,4.71,2.93
0.31,Ideal,H,VS2,62,57,489,4.33,4.38,2.7
0.51,Ideal,E,VS2,61.9,55,1675,5.1,5.14,3.17
0.7,Good,D,SI2,59.3,60,2461,5.74,5.8,3.42
0.52,Ideal,D,VS2,62.3,56,1919,5.16,5.11,3.2
0.7,Premium,I,VVS1,61.2,58,2536,5.72,5.65,3.48
2.09,Premium,J,SI1,62.2,59,13864,8.23,8.16,5.1
0.8,Good,G,SI2,62.8,58,2363,5.86,5.9,3.69
0.3,Ideal,H,VVS1,61.9,58,665,4.27,4.29,2.65
1.51,Very Good,F,VS1,61.7,59,15440,7.29,7.33,4.51
1.11,Premium,H,SI2,61.5,59,4662,6.67,6.63,4.09
0.43,Very Good,G,VS2,62.9,56,863,4.77,4.8,3.01
0.3,Ideal,E,VVS2,61.4,55,949,4.33,4.36,2.67
1.01,Very Good,H,SI1,63.3,56,4669,6.35,6.39,4.03
1.47,Very Good,H,SI2,59.1,56,7438,7.46,7.51,4.42
0.42,Ideal,G,VVS2,61.3,56,1103,4.82,4.81,2.95
1.57,Premium,G,VS2,62.7,60,11711,7.46,7.38,4.65
0.33,Premium,H,IF,62.9,58,1010,4.43,4.38,2.77
1.02,Very Good,H,VS1,62.8,59,5598,6.34,6.47,4.02
1.51,Premium,F,SI1,62,57,8033,7.36,7.28,4.54
0.91,Premium,E,VS2,61.1,58,5055,6.28,6.2,3.81
0.43,Premium,F,VS2,61,57,968,4.87,4.84,2.96
1,Premium,G,SI1,61.9,62,5154,6.22,6.18,3.84
0.72,Premium,G,VVS2,60.7,60,2703,5.87,5.8,3.54
1.03,Ideal,F,SI1,62.6,57,5366,6.42,6.46,4.03
0.59,Ideal,I,VS2,62,54,1300,5.4,5.43,3.36
1.5,Premium,H,I1,62.9,60,4022,7.31,7.22,4.57
0.33,Ideal,D,VVS1,61,55,1100,4.47,4.52,2.74
0.38,Ideal,E,VVS2,62,57,1030,4.64,4.69,2.89
0.34,Ideal,G,VS2,61.5,56,765,4.5,4.47,2.76
0.9,Premium,I,VS2,63,58,2761,6.16,6.12,3.87
0.7,Ideal,E,VVS2,62.3,53.7,3990,5.67,5.72,3.55
0.38,Ideal,E,VS2,61.9,57,751,4.61,4.66,2.87
2.19,Premium,H,SI1,62.3,62,15801,8.27,8.25,5.15
0.56,Ideal,F,SI2,61.8,57,1103,5.28,5.33,3.28
0.56,Ideal,D,VS2,60.6,56,2066,5.37,5.33,3.24
0.81,Premium,G,VS1,62.1,58,3311,5.96,5.92,3.69
1,Fair,G,SI1,64.4,57,4295,6.32,6.28,4.06
1.06,Premium,E,VS2,61.3,58,7275,6.52,6.56,4.01
0.67,Good,D,SI2,64.7,55,1664,5.5,5.54,3.57
0.42,Ideal,E,SI1,62.6,57,773,4.81,4.84,3.02
0.3,Ideal,H,VVS2,62.5,54,567,4.3,4.3,2.7
0.32,Premium,D,SI2,62.5,58,530,4.38,4.33,2.72
0.64,Ideal,F,VS2,62.5,56,2074,5.55,5.53,3.46
0.31,Premium,H,VVS2,61.4,58,802,4.37,4.32,2.67
0.33,Premium,E,VS2,60.7,58,928,4.49,4.47,2.72
0.25,Very Good,F,VVS2,62.8,54,633,4,4.03,2.52
1.05,Ideal,G,VVS2,61.4,56,9555,6.54,6.59,4.03
0.5,Very Good,F,VVS2,60.8,59,1915,5.08,5.11,3.1
0.54,Premium,G,VS1,61.6,56,1847,5.26,5.23,3.23
1.02,Ideal,J,VS2,60.7,57,4397,6.5,6.54,3.96
0.91,Ideal,F,SI2,60.9,57,3588,6.27,6.3,3.83
1.24,Premium,I,VS2,62.1,55,5889,6.91,6.87,4.28
0.41,Premium,E,SI1,61,61,930,4.77,4.74,2.9
0.51,Ideal,D,VS2,62.7,55,1787,5.09,5.12,3.2
1.08,Ideal,H,SI1,62.8,57,4964,6.55,6.51,4.1
0.3,Premium,E,VS2,61.9,61,844,4.32,4.28,2.66
0.31,Premium,D,SI1,61.4,58,571,4.34,4.39,2.68
1.5,Premium,F,VS2,61.1,58,14199,7.36,7.33,4.49
0.46,Ideal,H,VS1,61.2,55,1401,4.96,5.04,3.06
0.42,Ideal,F,VS1,61.4,57,1103,4.83,4.78,2.95
2.16,Very Good,J,SI1,61.4,58,14715,8.29,8.31,5.1
0.34,Ideal,F,VS2,62.1,55,880,4.51,4.47,2.79
0.34,Ideal,I,VS1,61.8,55,555,4.48,4.52,2.78
0.33,Premium,G,VVS1,61.2,60,1114,4.44,4.42,2.71
1.01,Good,E,SI2,58.7,63,4685,6.52,6.6,3.85
0.34,Very Good,D,SI2,60.7,61,507,4.45,4.51,2.72
0.9,Very Good,E,SI1,63.5,55,3508,6.22,6.12,3.92
1.06,Very Good,G,SI2,61,57,4769,6.58,6.61,4.02
0.27,Ideal,G,VS1,62.3,53,527,4.16,4.19,2.6
0.47,Fair,E,VS2,56.3,64,1075,5.19,5.14,2.91
0.31,Ideal,D,VS2,62.5,56,942,4.32,4.29,2.69
1.26,Premium,E,SI2,62.9,59,6085,6.85,6.82,4.3
0.54,Very Good,G,SI1,60.4,56,1404,5.29,5.34,3.21
0.31,Ideal,G,VS1,62.1,55,625,4.33,4.36,2.7
1.01,Very Good,G,VVS2,63.3,57,6975,6.29,6.36,4.01
0.44,Ideal,E,VVS1,61.1,56,1924,4.91,4.94,3.01
1.52,Premium,E,VS1,60.6,58,16779,7.44,7.38,4.49
0.32,Good,E,VS1,59.5,64,756,4.42,4.45,2.64
0.41,Ideal,G,VS1,61.4,55,961,4.8,4.78,2.94
1.01,Ideal,E,SI2,62.2,56,4875,6.45,6.42,4
1.02,Premium,G,VS1,61,58,6683,6.55,6.49,3.98
1.26,Very Good,G,SI1,63.2,61,7000,6.87,6.81,4.32
1.21,Very Good,H,SI1,62.8,56,6022,6.8,6.83,4.28
0.23,Very Good,E,VVS1,62.9,58,478,3.94,3.95,2.48
1.08,Ideal,G,VS2,61.8,55,6931,6.57,6.63,4.08
0.4,Premium,F,VS1,61.4,58,1050,4.75,4.73,2.91
0.41,Ideal,E,VS1,62.1,55,1079,4.75,4.78,2.96
0.26,Premium,E,VVS2,60.8,61,724,4.13,4.12,2.51
0.33,Ideal,E,VVS2,61.8,56,953,4.46,4.44,2.75
0.43,Ideal,F,VS2,61.1,56,905,4.88,4.91,2.99
1.02,Ideal,G,VS2,62.6,58,5915,6.43,6.39,4.01
1.2,Ideal,D,SI2,61.7,56,6740,6.88,6.81,4.22
0.38,Ideal,D,VVS2,60.3,57,992,4.71,4.77,2.86
0.77,Very Good,H,VS1,63.3,57,2927,5.79,5.83,3.68
0.5,Very Good,G,VVS2,62.9,55,1904,5.05,5.09,3.19
1.27,Premium,I,SI1,60.9,59,5588,6.94,6.99,4.24
0.41,Ideal,D,VS1,61.8,57,1151,4.75,4.8,2.95
0.9,Ideal,E,VS2,62,59,5439,6.17,6.21,3.84
1.06,Very Good,H,VS1,61.9,58,5627,6.57,6.49,4.04
1.14,Premium,G,SI1,62.3,59,5548,6.66,6.69,4.16
1.5,Good,H,SI2,64.2,56,7291,7.26,7.2,4.64
1.3,Premium,G,VS2,62.5,58,9120,6.97,6.93,4.36
0.38,Ideal,F,VS1,62.8,56,998,4.64,4.59,2.9
1.14,Premium,G,VS2,61.4,60,7079,6.71,6.68,4.11
0.7,Ideal,H,IF,61.3,59,3309,5.69,5.72,3.5
0.34,Premium,F,VS1,60,59,905,4.59,4.55,2.74
0.72,Very Good,J,VS1,62.8,58,2066,5.71,5.73,3.59
0.36,Ideal,D,SI1,60.3,56,663,4.61,4.65,2.79
1.75,Ideal,H,VS2,62.2,56.3,14033,7.66,7.71,4.79
1.53,Ideal,G,SI1,61.3,57,8529,7.42,7.32,4.52
0.3,Very Good,H,SI1,62.6,58,421,4.22,4.28,2.66
1.01,Ideal,F,VS2,62,56,6533,6.51,6.46,4.02
0.61,Ideal,F,VVS2,61.7,55,2833,5.45,5.48,3.37
0.5,Ideal,H,SI2,62.4,55,964,5.09,5.11,3.18
1.66,Very Good,F,VS2,61.4,58,16294,7.63,7.68,4.7
1.43,Ideal,J,SI1,62.1,58,6546,7.23,7.16,4.47
0.7,Premium,F,VS2,59.4,61,2838,5.83,5.79,3.45
0.79,Ideal,H,VVS2,62.4,56,3417,5.91,5.94,3.7
0.53,Ideal,F,VS1,61.8,56,1908,5.22,5.2,3.22
1.54,Premium,D,VS2,59.3,59,16889,7.61,7.54,4.49
1.65,Premium,G,I1,62,59,6788,7.53,7.57,4.68
0.53,Ideal,D,VVS1,62.1,57,3442,5.15,5.18,3.21
0.7,Good,I,SI1,58.2,61,2028,5.8,5.84,3.39
0.71,Premium,E,SI1,61.3,56,2817,5.78,5.73,3.53
0.35,Premium,J,VS1,62.2,58,460,4.49,4.54,2.81
0.9,Fair,F,SI1,65.1,56,3437,6.08,6.05,3.95
0.41,Ideal,G,VS2,61.4,55,1061,4.8,4.75,2.93
0.7,Very Good,F,SI1,58.4,63,2058,5.77,5.84,3.39
1.06,Ideal,D,VS2,62.5,54,6856,6.53,6.6,4.1
1.01,Ideal,F,SI2,60.6,57,4239,6.49,6.55,3.95
1.09,Premium,G,VVS2,59.5,61,8454,6.74,6.7,4
0.35,Ideal,D,SI1,60.7,57,827,4.57,4.53,2.76
1.11,Premium,G,SI1,60.1,60,5281,6.73,6.68,4.03
0.5,Very Good,F,SI2,62.9,57,1020,5.02,5.06,3.17
0.43,Ideal,G,VVS2,62,55,954,4.86,4.89,3.02
0.92,Fair,H,SI2,66.1,57,2283,6.22,6,4.05
0.5,Good,E,SI2,63.1,58,1077,5.05,5.09,3.2
0.51,Ideal,F,VS1,61.9,56,1836,5.17,5.11,3.18
0.5,Fair,E,VS1,56.1,64,1950,5.31,5.28,2.97
0.93,Ideal,I,SI2,62.3,57,3101,6.2,6.22,3.87
1,Premium,H,SI2,59.1,62,3640,6.5,6.47,3.83
0.25,Ideal,E,VVS2,61.6,57,576,4.08,4.1,2.52
0.3,Ideal,E,VVS1,62.3,55,862,4.31,4.32,2.69
0.57,Ideal,D,SI1,61.4,55,1810,5.35,5.34,3.28
2.1,Premium,H,SI2,60.4,59,16479,8.28,8.33,5.02
1.01,Very Good,F,VS2,62,60,8330,6.36,6.39,3.95
0.58,Ideal,G,VVS2,61.6,56,2135,5.37,5.4,3.31
1.01,Premium,F,SI2,63,60,3897,6.35,6.28,3.98
1.51,Very Good,D,SI2,61.7,59,10546,7.28,7.35,4.51
1.02,Ideal,D,VS1,61.2,56,8658,6.48,6.53,3.98
0.7,Good,D,SI1,64.2,62,2318,5.52,5.48,3.53
0.51,Ideal,D,VVS1,61.7,56,2797,5.12,5.16,3.17
0.7,Ideal,D,VS2,62.7,57,3448,5.65,5.67,3.55
1,Ideal,I,SI1,61.6,59,4133,6.34,6.42,3.93
0.38,Very Good,J,VVS2,63.4,56,855,4.62,4.56,2.91
1.1,Very Good,H,SI1,63,57,4689,6.5,6.54,4.11
1.51,Ideal,I,VS2,59.9,56,9471,7.49,7.42,4.47
1.46,Very Good,I,SI1,62.8,57,7387,7.13,7.21,4.5
0.72,Ideal,G,VS2,61.3,56,2960,5.77,5.81,3.55
0.52,Ideal,E,VS2,61.4,54,1694,5.23,5.2,3.2
1.37,Ideal,J,VS2,63,57,5831,7.11,7.05,4.46
0.4,Very Good,G,SI2,62.9,57,630,4.68,4.7,2.95
1.51,Good,D,SI2,61.7,65,7384,7.31,7.38,4.53
2.06,Premium,F,SI2,61.7,59,16857,8.21,8.13,5.04
0.72,Ideal,E,SI1,62.2,58,3037,5.72,5.75,3.57
1.2,Good,I,SI1,64.4,61,5458,6.52,6.59,4.22
1.01,Ideal,G,VS2,62.5,57,6019,6.43,6.4,4.01
1.62,Premium,F,SI1,62.6,58,13298,7.53,7.48,4.7
0.41,Ideal,D,VS2,61.9,56,1076,4.8,4.77,2.96
1.01,Good,E,VS2,65.6,55,5829,6.16,6.22,4.06
0.34,Ideal,F,IF,62.2,55,941,4.47,4.5,2.79
1.04,Ideal,I,SI1,61.8,59,4484,6.46,6.48,4
0.41,Premium,D,VVS2,61.8,58,1295,4.75,4.79,2.95
2,Good,F,SI1,62.8,62,18069,8,8.03,5.03
1.73,Premium,I,SI1,61.2,60,10957,7.67,7.65,4.69
0.86,Ideal,E,SI2,61.8,57,3828,6.1,6.13,3.78
0.73,Premium,G,I1,62.5,58,1395,5.82,5.74,3.61
1.51,Premium,H,SI2,60.2,62,7340,7.43,7.38,4.46
0.9,Ideal,G,SI2,62.8,54,3820,6.11,6.15,3.85
0.5,Very Good,E,SI1,62.6,56,1222,5.06,5.07,3.17
0.9,Good,F,VS2,59.8,61,4253,6.18,6.22,3.71
0.72,Ideal,H,VVS1,61.8,55,3180,5.74,5.78,3.56
1.05,Premium,G,SI2,60.1,60,3898,6.66,6.58,3.98
0.59,Ideal,D,VVS1,62.3,54,3791,5.36,5.39,3.35
1.59,Ideal,I,SI1,62.4,58,9209,7.43,7.48,4.65
1.69,Premium,I,VS2,62.4,58,10600,7.66,7.53,4.74
1.5,Premium,G,VS2,61.2,61,12308,7.34,7.29,4.48
1.05,Premium,G,SI2,61.3,58,4241,6.55,6.6,4.03
0.37,Premium,F,VS2,59.7,62,894,4.7,4.68,2.8
0.9,Premium,H,SI2,62.1,59,3326,6.13,6.04,3.78
1.28,Ideal,F,SI2,59.7,57,4179,7.12,7.06,4.23
1,Premium,F,SI2,61.5,58,3920,6.41,6.38,3.93
0.3,Ideal,E,VS2,62.5,56,844,4.3,4.28,2.68
1.01,Ideal,G,VS2,61.6,57,6271,6.44,6.41,3.96
0.8,Premium,E,VVS2,62.9,59,4229,5.95,5.88,3.72
1.53,Premium,I,SI2,62.7,62,7389,7.41,7.23,4.59
0.3,Ideal,G,SI1,62.3,56,432,4.29,4.32,2.68
0.32,Ideal,E,VS2,62.6,53,900,4.38,4.37,2.74
0.42,Premium,F,VS1,62.7,61,1176,4.77,4.74,2.98
0.4,Ideal,G,IF,62.3,55,1229,4.74,4.76,2.96
0.7,Good,H,VS2,63.8,60,2083,5.59,5.51,3.54
0.37,Ideal,F,VS2,61.4,56,746,4.59,4.63,2.83
1.46,Ideal,G,VS2,62.3,56,10302,7.28,7.2,4.51
0.57,Good,F,VS2,60,61,1680,5.36,5.43,3.24
0.32,Ideal,I,VS2,62.3,55,466,4.39,4.41,2.74
0.7,Premium,F,SI2,61.5,58,2043,5.74,5.67,3.51
1.25,Ideal,G,VS2,61.5,58,9282,6.88,6.93,4.25
0.7,Ideal,E,SI1,61.6,56,3330,5.7,5.72,3.52
1,Premium,H,VS2,59.6,59,5069,6.54,6.47,3.88
0.53,Premium,F,VS2,61.6,57.1,1712,5.15,5.21,3.19
0.57,Premium,F,VS2,59.5,60,1760,5.44,5.35,3.21
1.04,Premium,D,SI2,61,59,4811,6.54,6.51,3.98
2.03,Very Good,I,SI2,62.8,60,13063,7.99,8.05,5.04
0.3,Good,I,VVS1,63.8,56,709,4.26,4.23,2.71
1.06,Premium,G,VVS2,59.6,58,8003,6.61,6.65,3.95
0.36,Very Good,G,VS1,62.9,57,726,4.56,4.6,2.88
1,Ideal,E,SI1,61.7,55,5938,6.44,6.49,3.99
0.32,Good,F,SI1,61.6,60.1,528,4.38,4.4,2.71
0.34,Premium,E,VS2,62.8,58,956,4.45,4.43,2.79
0.37,Ideal,G,VS1,61,55,810,4.66,4.68,2.85
0.9,Good,H,VS2,64.3,60,3890,6.02,6.04,3.88
0.55,Very Good,G,VS2,61.6,56,1563,5.26,5.3,3.25
0.43,Ideal,G,IF,61.3,56,1318,4.86,4.9,2.99
0.32,Ideal,I,IF,61.6,56,655,4.4,4.43,2.72
0.32,Premium,G,VS2,60.8,59,720,4.44,4.41,2.69
0.53,Very Good,E,VS2,63.5,59,1678,5.17,5.13,3.27
0.7,Ideal,G,VS2,61.8,54,2593,5.71,5.74,3.54
0.43,Ideal,H,VS1,61.2,55,1329,4.87,4.9,2.99
1.01,Ideal,G,SI1,62.9,54,4672,6.47,6.41,4.05
0.53,Good,G,SI1,63.8,56,1268,5.14,5.18,3.29
1.73,Premium,I,VS1,61.8,58,13250,7.75,7.68,4.76
0.5,Good,G,SI1,63.6,55,1197,5.03,5.06,3.21
0.7,Very Good,E,VS1,62.2,57,3063,5.63,5.68,3.52
0.81,Premium,G,VS1,62.3,56,3266,5.95,5.89,3.69
0.55,Premium,G,SI1,60.2,59,1848,5.32,5.28,3.19
0.71,Very Good,G,SI2,62.4,54,2171,5.72,5.76,3.58
0.38,Very Good,H,VVS1,60,57,975,4.75,4.79,2.86
0.7,Very Good,E,SI1,63.4,56,2318,5.7,5.6,3.58
2.01,Good,I,VS2,59.9,65,15729,8.19,8.14,4.89
0.43,Premium,G,SI1,60.4,58,968,4.9,4.87,2.95
1.44,Premium,E,I1,61.1,62,5161,7.23,7.15,4.39
0.51,Ideal,G,VS1,62.1,55,1656,5.14,5.17,3.2
0.9,Very Good,H,SI1,62.3,63,3447,6.06,6.13,3.8
0.59,Very Good,G,VS1,62.5,53,1942,5.46,5.35,3.38
1,Good,J,VS1,58.1,64,3920,6.63,6.51,3.82
1.31,Premium,G,VS1,61.5,59,9891,7,7.06,4.32
0.34,Ideal,G,VS1,60.6,57,720,4.52,4.57,2.75
0.32,Ideal,D,VS2,62.5,56,758,4.38,4.45,2.76
0.23,Ideal,G,VVS1,61.5,57,536,3.94,3.97,2.43
0.7,Very Good,J,VS1,59.6,62,1855,5.7,5.77,3.42
1.14,Premium,F,SI2,62.8,58,4399,6.61,6.56,4.14
1.12,Premium,D,SI2,59.5,59,4663,6.8,6.75,4.03
0.3,Premium,G,VVS2,61.3,58,878,4.34,4.28,2.64
0.4,Very Good,D,VS1,60.8,59,954,4.74,4.76,2.89
2.28,Ideal,I,SI2,62.9,57,16187,8.41,8.34,5.27
1,Fair,F,I1,68,57,2280,6.14,6.05,4.15
1.51,Very Good,H,SI2,60.8,58,7723,7.4,7.51,4.53
0.31,Ideal,D,VS2,61.2,55,942,4.38,4.35,2.67
1,Premium,F,SI1,59.8,59,5151,6.55,6.49,3.9
1.06,Very Good,G,SI1,61.3,60,5435,6.53,6.55,4.01
1,Premium,I,SI1,60.5,59,4200,6.54,6.49,3.94
0.71,Good,D,VS2,63.6,54,4289,5.7,5.75,3.64
0.43,Ideal,G,IF,61.3,55,1683,4.86,4.89,2.99
0.71,Very Good,F,SI1,62.4,59,2590,5.64,5.7,3.54
0.27,Ideal,E,VVS2,62.1,57,799,4.15,4.13,2.57
0.4,Premium,G,IF,60.8,58,1397,4.77,4.73,2.89
0.9,Very Good,E,SI1,63,56,4315,6.11,6.15,3.86
0.33,Very Good,D,VS2,62.5,59,681,4.39,4.41,2.75
0.91,Very Good,F,SI1,60.4,59,4437,6.22,6.26,3.77
0.33,Premium,E,VVS1,60.1,58,1052,4.51,4.47,2.7
0.33,Premium,E,VS2,61,60,928,4.46,4.43,2.71
1.15,Premium,G,SI1,62.2,56,5851,6.76,6.68,4.18
1.53,Premium,H,SI1,61,61,10659,7.45,7.4,4.53
0.91,Premium,E,SI1,61.5,60,3911,6.19,6.24,3.82
0.42,Ideal,F,VS1,60.9,57,1103,4.88,4.84,2.96
0.7,Premium,H,I1,60,59,1621,5.8,5.77,3.47
0.58,Very Good,G,SI1,59.3,58,1408,5.41,5.52,3.24
0.42,Ideal,F,VVS2,61.6,56,1142,4.83,4.85,2.98
0.36,Ideal,H,IF,61.9,57,1013,4.6,4.55,2.83
1.58,Ideal,I,VS2,61.1,55,10338,7.48,7.53,4.59
0.32,Ideal,H,VVS1,62,54,708,4.39,4.42,2.73
1.31,Very Good,I,SI1,62.6,59,6686,6.97,6.86,4.33
0.43,Premium,F,SI1,62.5,56,1016,4.85,4.82,3.02
0.51,Very Good,D,SI1,62.2,58,1398,5.08,5.11,3.17
0.3,Good,D,SI2,60.8,65,536,4.29,4.26,2.6
0.7,Ideal,F,SI1,60.3,58,2671,5.76,5.81,3.49
0.32,Ideal,G,VS1,61.2,56,645,4.41,4.45,2.71
0.33,Very Good,I,VS1,63.2,57,668,4.4,4.37,2.77
0.56,Ideal,E,VVS2,61.5,57,2429,5.27,5.34,3.26
0.42,Very Good,H,SI1,62.9,57,700,4.76,4.84,3.02
1.19,Ideal,F,VS2,62,57,8415,6.78,6.76,4.2
0.41,Ideal,F,VS1,61.8,56,1076,4.79,4.75,2.95
0.52,Ideal,F,SI1,61.5,57,1232,5.12,5.16,3.16
0.36,Ideal,D,SI1,60.6,56,794,4.63,4.58,2.79
2.66,Good,H,SI2,63.8,57,16239,8.71,8.65,5.54
0.81,Ideal,H,SI1,62.3,58,2951,5.95,5.96,3.71
0.71,Premium,E,SI1,61.4,58,2817,5.77,5.73,3.53
0.38,Very Good,G,SI1,62.4,59,666,4.59,4.64,2.88
1.01,Ideal,E,SI1,60.8,56,5534,6.48,6.51,3.95
0.35,Ideal,E,VS2,61.7,55,984,4.57,4.54,2.81
0.7,Good,E,VS2,64.2,60,2394,5.58,5.64,3.6
1.11,Very Good,H,SI2,59.8,60,4456,6.66,6.75,4.01
0.82,Ideal,F,SI2,62.3,56,2867,6.02,5.96,3.73
0.6,Ideal,G,VVS2,62,57,2347,5.41,5.46,3.37
2.03,Premium,H,SI2,61.6,58,16075,8.17,8.09,5.01
1.51,Very Good,E,VS2,63.3,56,14482,7.3,7.26,4.61
0.47,Very Good,G,VVS1,60.6,55,1780,5.05,5.09,3.07
1.51,Ideal,F,VS1,62.5,57,15378,7.33,7.3,4.57
1.02,Very Good,H,SI1,62.2,58,4932,6.42,6.48,4.01
0.32,Ideal,G,SI1,61.3,56,612,4.42,4.39,2.7
0.35,Ideal,G,IF,62.3,55,1044,4.5,4.52,2.81
0.9,Ideal,F,SI1,61,56,5122,6.17,6.19,3.77
1.4,Very Good,I,SI1,61.3,59,7644,7.19,7.23,4.42
0.34,Ideal,H,VVS2,61.1,56,852,4.52,4.55,2.77
1.16,Premium,G,VS1,61.9,58,8107,6.76,6.72,4.17
2.51,Very Good,I,SI2,62.3,57,18090,8.69,8.76,5.44
0.53,Premium,G,VS2,62,58,1607,5.21,5.18,3.22
2.14,Premium,I,SI2,62.1,58,12970,8.31,8.23,5.13
1.04,Ideal,F,I1,61.6,57,3718,6.51,6.46,4
1.01,Very Good,D,SI1,61.4,59,6270,6.37,6.43,3.93
1.21,Premium,H,VS1,62.3,58,7223,6.84,6.77,4.24
0.54,Ideal,F,VVS2,60.7,56,2582,5.27,5.3,3.21
1.51,Good,D,SI2,64.1,61,8550,7.14,7.18,4.59
1.01,Premium,F,SI2,61.6,58,4416,6.39,6.4,3.94
1.08,Ideal,D,SI1,60.3,57,6539,6.68,6.71,4.04
0.55,Premium,D,SI1,61.9,60,1815,5.23,5.14,3.21
1.02,Very Good,H,SI2,63.5,58,4004,6.34,6.38,4.04
0.53,Ideal,H,VVS1,62.4,54,1743,5.18,5.2,3.24
1.16,Premium,H,VS2,62.3,56,6202,6.77,6.68,4.19
1.14,Ideal,F,I1,61.7,57,3755,6.67,6.7,4.13
0.9,Very Good,H,SI1,63.4,58,3387,6.16,6.11,3.89
0.42,Ideal,I,SI1,61.6,55,690,4.83,4.85,2.98
0.3,Very Good,H,SI2,63.4,55,422,4.26,4.22,2.69
0.4,Very Good,D,SI1,63.1,57,924,4.73,4.69,2.97
0.32,Ideal,I,VS2,61.5,54,466,4.43,4.45,2.73
0.3,Premium,E,SI1,60.6,56,675,4.37,4.35,2.64
0.38,Premium,H,VS2,60.5,59,898,4.69,4.66,2.83
0.5,Ideal,D,SI2,62.5,55,1332,5.14,5.07,3.19
1.6,Ideal,H,VS2,61.5,56,7983,7.57,7.52,4.64
1.5,Ideal,H,SI1,62,55,11189,7.34,7.29,4.54
0.34,Ideal,E,SI1,62.3,57,765,4.51,4.48,2.8
1,Good,F,VS1,64.8,59,5829,6.17,6.23,4.02
0.7,Very Good,D,SI1,58.2,60,2681,5.75,5.79,3.36
0.51,Ideal,E,SI2,58.3,62,1268,5.2,5.19,3.04
0.3,Very Good,F,SI2,62.6,61,394,4.2,4.24,2.64
0.35,Good,G,SI1,63.8,54,522,4.46,4.48,2.85
1.21,Premium,I,SI1,62.1,56,5421,6.92,6.76,4.25
1.21,Premium,G,VS2,62.2,58,7454,6.88,6.78,4.25
2.14,Premium,J,SI2,61.5,59,13326,8.3,8.25,5.11
0.38,Ideal,D,VS1,62,55,1067,4.64,4.68,2.89
2.01,Ideal,I,SI2,62.1,55,12349,8.12,8.08,5.03
2.3,Good,I,SI2,63.8,55,12944,8.4,8.35,5.34
0.41,Premium,F,SI2,60.9,58,784,4.82,4.8,2.93
0.7,Very Good,G,VS1,62.9,59,2212,5.56,5.63,3.52
0.58,Ideal,F,SI2,60.9,57,1209,5.4,5.44,3.3
0.46,Very Good,E,SI1,59.3,63,1032,5.09,5.02,3
1.06,Premium,G,SI2,61.1,62,4238,6.61,6.55,4.02
0.9,Premium,D,VVS1,61.3,59,7711,6.18,6.12,3.77
0.3,Premium,F,VS2,60.7,58,776,4.35,4.32,2.63
0.31,Ideal,D,SI1,63,55,732,4.34,4.32,2.73
1.03,Premium,E,VS1,62.8,58,8629,6.46,6.41,4.04
0.41,Premium,J,VS2,61.9,59,784,4.74,4.69,2.92
0.7,Very Good,I,VVS1,62.1,58,2565,5.62,5.65,3.5
0.7,Very Good,F,VS2,60.5,58,2437,5.78,5.83,3.51
1.22,Premium,D,VS2,62,60,9756,6.79,6.74,4.22
0.5,Premium,D,VS2,61.3,61,1980,5.1,5.04,3.11
1.05,Ideal,H,SI2,61.2,57,4410,6.62,6.55,4.03
