"","ViolentCrimesPerPop","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","numbUrban","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","HispPerCap","NumUnderPov","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","TotalPctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","NumKidsBornNeverMar","PctKidsBornNeverMar","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccLowQuart","OwnOccMedVal","OwnOccHiQuart","OwnOccQrange","RentLowQ","RentMedian","RentHighQ","RentQrange","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LandArea","PopDens","PctUsePubTrans","LemasPctOfficDrugUn"
"34",268.19,29060,2.76,0.4,97.14,0.52,6.38,15.46,27.15,12.78,9.38,29060,100,33118,81.8,0.17,40.61,26.55,5.87,19.13,37032,13057,13039,12899,16523,21763,10324,2270,7.89,8.02,25.54,9.32,6.17,60.03,30.5,18.44,21.74,18.62,9.92,25.26,12.65,11.34,3.18,77.89,75.81,85.04,81.3,55.26,63.57,396,1.76,705,14.33,15.6,18.01,21.84,0.35,0.38,0.44,0.53,92.3,0.78,4.18,3.19,2.74,2.86,2.46,73.72,2.36,43.1,3,344,96.83,70.69,1.74,24.42,1971,2.87,0.36,50500,62000,74300,23800,282,338,396,114,432,23,15.3,12.4,2,0,2.43,66.47,57.27,77.55,92.13,21.6,1346.9,2.06,0
"35",2052.79,16799,2.44,59.39,35.42,0.73,9.13,12.54,26.78,12.35,13.98,16799,100,20754,71.19,0.31,25.92,32.81,14.95,13.68,25366,11267,16291,8629,8043,9820,7371,3889,23.33,11.2,31.25,13.53,11.82,57.89,15.43,26.09,19.74,19.07,15.71,45.09,18.22,17.13,3.28,35.83,30.39,27.43,32.23,56.95,71.24,2722,21.31,1882,15.14,31.4,38.15,49.1,1.7,3.52,4.27,5.5,82.56,2.58,10.55,5.59,2.37,2.9,2.21,28.17,9.95,74.6,1,821,89.33,23.05,5.6,25.94,1955,9.69,0.23,80300,102900,135100,54800,343,502,596,253,537,31.9,27.9,15.6,27,1,11.2,53.75,47.41,82.93,88.69,1.5,11323.1,8.57,0
"36",292.52,13864,2.24,1,97.52,0.35,0.86,8.84,17.97,8.42,25.87,8518,61.47,27900,61.34,0.82,49.16,46.77,8.11,32.04,33531,15436,15532,11939,3429,18571,11071,1446,10.56,2.21,11.64,25.33,8.65,48.24,5.7,22.02,8.78,25.84,8.5,22.4,11.12,9.96,2.74,67.97,67.59,67.37,69.21,62.03,71.21,295,2.39,544,4.04,5.15,7.9,8.82,0.16,0.2,0.31,0.35,94.69,0.52,2.27,1.52,2.22,2.21,2.22,71.58,0.95,44.08,3,8308,42.71,71.67,0.7,75.12,1968,2.07,0,132200,164300,220000,87800,344,542,653,309,626,28.7,23.7,13.3,0,0,3.93,67.25,53.19,81.55,91.7,21.4,649.2,1.22,0
"37",827.68,11114,2.93,12.24,84.18,1.59,6.91,12.48,28.89,10.67,4.49,11114,100,40221,91.69,0.37,42.55,13.28,1.75,10.61,42843,14266,15244,8520,193,11220,9319,866,7.83,2.53,9.5,34.85,3.57,74.27,17.12,23.89,8.38,35.16,7.37,22.47,10.74,9.1,3.22,82.71,78.66,93.7,86.96,68.71,69.58,192,3.11,466,17.81,23.39,36.27,48.28,0.75,0.98,1.52,2.02,90.64,0.6,3.81,3.16,2.92,2.96,2.74,81.79,2.85,19.75,3,417,90.1,80.61,0.96,20.38,1987,3.16,0.52,78800,92800,113800,35000,357,484,565,208,570,28.2,23.8,12.1,0,0,4.19,33.19,20.73,38.17,65.39,13.9,801,0,0
"38",2186.47,42523,2.43,28.18,70.81,0.74,0.39,13.85,24.64,12.79,18.57,42523,100,19187,64.96,0.33,27.14,41.01,10.34,20.11,23707,10772,12356,6739,6245,16298,4455,8502,20.44,16.03,38.49,10.7,8.36,47.01,26.59,21.54,25.08,19.39,11.62,26.13,13.77,12.82,2.98,63.64,56.55,69.14,69.71,56.61,63.96,1737,4.43,590,48.81,53.56,62.54,65.76,0.68,0.74,0.87,0.91,96.85,0.73,4.37,2.95,2.38,2.42,2.3,65.98,2.11,47.56,3,1634,91.47,64.83,2.94,51.1,1953,8.06,0.61,24600,36300,55600,31000,115,181,250,135,270,24.4,17.7,13.3,8,0,1.39,83.45,58.53,88.83,93.26,36.8,1154.8,0.11,4.04
"39",1088.12,29040,2.41,0.93,97.28,0.52,2.91,14.06,25.17,12.52,14.83,0,0,24146,73.21,1.45,46.7,35.45,6.39,15.93,31225,12229,12366,6227,0,3176,9475,2695,9.63,7.54,20.34,16.28,4,62.27,19.62,27.75,17.99,22.51,8.47,25.97,11.3,10.03,2.95,75.4,74.67,82.6,81.69,76.17,80.04,486,1.99,323,15.17,15.17,15.17,18.58,0.17,0.17,0.17,0.21,96.19,0.39,2.15,1.38,2.32,2.51,1.96,71.19,0.87,49.25,3,642,94.93,65.84,2.02,35.36,1952,4.37,0.11,32600,44100,59500,26900,193,258,327,134,322,25.2,16.8,12.9,41,0,1.11,76.51,55.85,82.26,92.97,26.5,1095.2,1.02,0
"40",106.68,37319,2.12,1.04,98.45,0.24,1.5,6.03,11.33,5.33,48.23,33118,88.74,23028,40.42,0.36,59.46,72.15,3.56,45.51,27576,13854,13893,11843,9239,21719,10887,1677,4.57,13.67,38.7,6.95,7.32,28.6,9.52,23.27,12.5,20.26,3.97,14.11,4.76,4.41,2.5,83.83,80.1,94.68,83.88,64.15,74.69,188,0.51,2936,0.37,0.37,1.19,2.76,0.03,0.03,0.09,0.22,87.18,1.6,2.1,1.5,2.09,2.08,2.22,92.72,0.52,74.79,2,2259,88.63,93.14,0.53,60.16,1979,0.81,0.42,84900,103100,123500,38600,356,568,676,320,708,35.1,25.2,15.5,0,0,7.87,59.34,57.2,69.44,91.44,44.4,839.6,1.92,0
"41",556.88,16901,2.54,17.99,80.98,0.67,0.46,13.54,26.18,12.93,13.57,0,0,25823,72.72,1.45,33.4,29.37,8.64,15.04,33243,12954,14323,6846,10871,8737,22321,2349,14.4,14.75,33.7,20.39,6.03,58.66,27.41,19.41,17.77,29.23,9.35,25.14,11.11,10.3,3.04,75.03,71.08,81.71,72.81,60.72,66.87,394,2.74,223,17.49,17.49,20.63,53.81,0.23,0.23,0.27,0.71,96.95,0.24,4.04,2.85,2.47,2.61,2.22,66.8,2.6,42.27,3,609,91.62,63.06,2.3,22.33,1967,6.98,0.71,42800,60000,87300,44500,152,232,308,156,316,22.1,16.8,12.5,0,1,1.33,75.19,52.81,79.66,89.73,31,544.4,0.08,0
"42",214.53,11077,2.86,12.24,87.1,0.51,0.6,16.31,25.69,12.27,7.55,11077,100,40633,84.13,1.96,46.66,18.59,3.05,13.88,46623,15611,16515,6240,0,44420,10106,804,7.32,4.65,14.33,34.1,3.52,68,8.51,27.74,7.13,37.37,6.35,24.39,11.14,8.88,3.21,80.52,78.39,94.1,85.6,68.84,74.35,146,1.86,125,0,15.2,26.4,33.6,0,0.17,0.3,0.38,96.86,0.51,3.18,2.58,2.84,2.95,2.41,82.26,2.17,27.71,3,135,96.63,79.1,2.22,53.33,1977,0.72,0.17,60900,77800,96100,35200,187,252,413,226,428,26.9,16.9,13.2,4,0,1.13,67.78,53.17,72.07,89.17,12.2,905.6,0,0
"43",332.61,23138,2.73,1.12,94.03,1.13,8.52,13.29,24.41,10.87,10.08,0,0,35140,76.74,0.96,44.19,23.2,7.91,17.81,39344,14639,14826,8884,12189,14610,11983,1805,7.84,3.49,13.72,20.63,4.02,67.09,8.06,29.17,9.81,25.94,10.89,24.52,14.39,12.7,3.12,76,74.14,82.98,75.04,61.68,71.63,204,1.27,818,5.5,11,19.32,21.27,0.19,0.39,0.68,0.75,94.97,0.92,5.17,3.81,2.7,2.82,2.48,66.2,4.77,46.2,3,391,95.59,63.3,1.02,23.79,1976,2.11,0.43,154800,199600,267300,112500,408,477,575,167,533,28.6,27.3,11.4,0,0,3.5,63.57,41.31,74.92,94.45,26.2,884.5,0.21,0
"44",219.84,10735,2.89,1.7,96.67,1.15,1.02,11.27,23.45,10.14,7.27,7784,72.27,45262,86.46,1.15,54.95,18.95,2.27,10.05,49820,17355,17538,7033,0,24369,12351,406,3.81,6.75,17.77,26.2,1.97,74.11,28.92,19.44,13.26,29.18,5.48,22.09,8.09,6.85,3.28,86.43,86.01,91.6,91.7,59.36,68.22,111,1.55,219,3.65,9.59,23.29,23.29,0.07,0.2,0.48,0.48,95.08,0.62,4.39,3.47,2.86,3.11,2.31,74.59,1,33.91,3,115,97,68.58,0,20.87,1978,0.35,0.42,131100,160600,195600,64500,403,510,600,197,628,23.8,24.7,11.4,0,0,2.03,81.88,59.03,84.26,92.12,15,717.3,1.04,0
"45",83.81,16425,2.87,1.21,96.68,1.47,2.55,13.3,23.35,10.97,10.28,14797,90.09,42235,84.71,0.48,56.3,25.15,2.68,22.17,44844,17659,17576,10663,0,32244,13348,466,2.88,7.25,18.25,20.88,2.87,68.71,28.69,22.29,14.71,29.3,5.42,23.68,7.11,6.28,3.15,88.98,87.5,94.2,89.68,55.65,71.38,87,0.79,624,1.12,3.85,14.26,22.28,0.04,0.15,0.54,0.85,92.08,0.71,3.59,2.97,2.84,2.93,2.3,88.96,0.58,21.42,3,206,96.52,86.34,0.49,43.69,1974,0.84,0.25,103300,130500,160100,56800,364,421,494,130,501,21.6,22.1,11.6,0,0,3.8,70.18,57.64,76.36,83.77,15.1,1087.2,0.42,0
"46",722.02,31601,2.54,12.63,83.22,0.77,4.39,15.73,28.57,15.16,14.26,31596,100,24763,73.92,1.54,37.36,32.68,7.02,15.2,29509,12929,14051,7496,9126,9107,4542,4698,15.61,9.07,24.86,19.23,7.19,57.76,25.33,27.59,15.74,27.28,11.48,27.6,15.26,13.53,2.99,68.41,64.64,75.18,70.94,67.43,72.96,603,2.47,938,17.91,35.39,56.08,65.46,0.53,1.05,1.66,1.94,94.85,0.81,3.66,2.51,2.42,2.5,2.31,59.76,3.41,52.11,2,1807,87.33,57.83,2.77,42.34,1965,7.89,0.3,32200,49800,73600,41400,234,305,376,142,380,23.8,17.1,12.9,1,0,2.97,65.73,44.95,74.82,88.66,38.7,816.1,0,0
"47",332,59479,2.56,4.29,89.66,0.7,13.69,12.01,26.89,12,13.05,59479,100,36211,78.79,0.37,46.43,28.93,6.44,18.35,41910,15618,16348,11356,14472,7914,8389,4266,7.31,10.96,27.41,15.85,5.13,65.43,24.47,22.62,16.55,22.67,9.59,31.63,13.21,11.51,3.06,71.18,67.76,78.61,72.56,65.98,72.69,1478,3.36,3583,8.74,15.32,19.4,27.88,0.53,0.92,1.17,1.68,79.92,3.36,3.85,2.65,2.51,2.65,2.3,63.9,2.39,52.47,2,1586,93.61,60.55,1.64,31.9,1957,4.01,0.6,126500,146300,171100,44600,310,453,562,252,533,26.7,23.8,13.9,29,6,6.02,66.69,56.52,85.54,91.33,24.6,2417.9,0.75,4.27
"48",421.76,11199,2.53,5.76,93.12,0.75,0.35,16.4,29.09,16.4,13.26,0,0,25300,73.74,1.52,39.77,30.56,10.72,18.57,32964,12299,12595,8702,3488,6882,8623,1584,15.05,8.48,22.29,17.38,6.61,60.42,19.44,26.83,20.59,25.76,9.73,30.15,14.26,12.2,3,69.81,69.46,81.31,76.59,64.31,74.45,173,1.88,142,15.49,25.35,30.99,40.14,0.2,0.32,0.39,0.51,97.24,0.19,2.57,1.69,2.38,2.59,2.12,59.78,1.26,50.16,2,205,95.58,54.83,1.46,36.59,1959,8.56,0.67,42700,55900,73200,30500,168,268,335,167,333,24.8,16.1,13,12,0,1.27,81.53,49.67,78.55,92.42,5.1,2176.8,0.56,0
"49",212.07,18082,2.79,4.39,93.38,1.78,1.57,12.3,24.9,11.94,10.12,18059,99.87,51265,88.24,0.28,56.97,19.83,3.06,12.47,57258,20589,20897,16218,29091,15984,14698,352,1.98,3.82,10.41,38.96,2.23,72.76,17.54,25.31,9.15,42.35,6.12,28.84,7.76,6.97,3.19,87.49,87.62,94.07,88.61,66.49,73.85,270,2.24,654,21.87,28.13,31.19,33.33,0.79,1.02,1.13,1.21,94.42,0.38,3.87,2.92,2.74,3.05,1.99,79.19,0.6,31.86,3,319,95.31,71.23,3.13,15.99,1967,0.32,0.06,136300,168400,202500,66200,499,550,613,114,615,23.9,21.2,11.2,0,0,3.62,70.08,59.28,75.84,88.66,12.3,1464.3,2.69,0
"50",568.5,15195,2.55,12.49,86.65,0.3,0.84,13.89,25.71,12.6,13.41,0,0,26674,76.2,0.25,33.13,30.89,6.94,14.94,33004,13137,13924,8147,6536,10713,9500,1616,10.72,16.94,35.79,16.24,5.31,62.94,29.97,18.96,21.44,24.03,9.54,24.62,12.07,10.91,2.99,73.72,68.43,74.82,82.14,70,76.23,522,4.29,196,33.16,40.31,43.88,43.88,0.43,0.52,0.57,0.57,96.81,0.17,3.25,2.42,2.52,2.58,2.39,71.23,2.91,41.18,3,404,93.64,69.62,1.24,44.06,1968,8.37,0.19,40700,61200,85700,45000,164,248,312,148,334,22,17.5,12.5,0,0,1.29,74.47,58.12,79.59,90.83,10.3,1479.3,0,0
"51",159.55,12942,2.87,1.68,96.21,1.28,1.81,12.25,24.44,9.91,8.11,11120,86.68,38527,86.83,1.26,52.86,20.23,5.84,14.87,41557,14994,15192,8103,26000,10217,6342,952,7.54,7.92,21.33,20.53,2.54,72.68,30.94,20.86,19.06,26.97,6.75,21.3,9.2,8.04,3.15,81.55,79.43,88.66,82.87,58.72,67.98,288,3.19,267,8.24,26.22,29.21,33.71,0.17,0.54,0.6,0.7,95.01,0.38,3.32,2.7,2.82,2.87,2.63,81.23,0.95,28.14,3,124,97.33,79.84,1.61,29.84,1978,2.01,0.37,75500,93500,118800,43300,229,353,446,217,453,26.4,21.6,10.9,0,0,2.08,80.73,48.87,83.48,91.97,19.6,661.1,0.32,0
"52",214.08,17647,2.56,0.44,89.58,1.39,10.89,14.1,27.35,13.21,12.17,0,0,27022,74.87,0.3,40.25,26.92,9.32,15.01,33593,13486,14118,11095,10780,9288,7631,2274,13.21,6.56,18.19,17.65,5.91,60.51,15.49,21.85,13.36,23.78,11.99,28.14,16.77,14.5,3.09,70.26,68.94,71.19,81.92,67.16,69.97,371,2.72,1226,10.44,18.68,25.45,37.77,0.73,1.3,1.77,2.62,89.3,2.51,5.2,3.46,2.5,2.67,2.27,60.74,4.84,50.33,2,282,96.07,56.85,2.13,23.05,1972,6.45,0.46,61700,78500,99300,37600,283,359,439,156,426,26.8,18.5,11.5,58,2,6.95,56.45,42.5,71.65,84.74,8.7,2020,0.35,0
"53",464.08,18624,2.66,0.91,97.86,0.96,0.77,14.34,28.45,13.15,9.61,18624,100,31270,81.94,0.74,40.09,25.82,6.02,13.14,37541,12728,12780,9193,0,10506,15777,1634,8.91,9.92,23.54,14.17,3.33,67.75,18.21,18.63,17.68,24.47,9.58,24.98,14.57,12.31,3.15,75.31,74.58,83.92,81.36,67.2,72.37,183,1.27,338,21.89,50.59,54.14,55.62,0.4,0.92,0.98,1.01,96.48,0.55,4.42,3.17,2.62,2.96,2.19,63.38,1.59,46.91,3,343,95.32,56.21,0,9.91,1972,1.54,0.11,57100,69700,88500,31400,290,356,400,110,411,24.5,16.2,11.6,0,2,1.81,67.38,46.8,66.38,85.88,8.6,2168.6,2.13,0
"54",1334.6,10026,2.75,45.42,54.12,0.15,0.99,15.26,27.91,14.37,13.78,0,0,21344,71.24,0.49,24.08,33.3,13.52,16.17,27045,10376,13898,6420,0,165,3143,2298,23.6,23.98,49.73,8.74,11.64,51.04,29.21,16.9,28.2,16.2,11.8,30.67,14.37,13.27,3.27,54.39,43.88,66.72,55,58.86,65.2,907,10.3,91,31.87,31.87,31.87,31.87,0.29,0.29,0.29,0.29,97.58,0.53,7.73,5.49,2.68,2.67,2.69,50.27,6.12,50.68,2,269,93.13,50.47,1.86,24.54,1964,13.36,3.19,42900,59400,80100,37200,163,263,360,197,372,29.9,22.2,12.9,0,0,0.91,87.18,57.3,85.86,96.07,12.4,806.5,0.64,0
"55",770.88,108718,2.58,12.04,86.05,0.47,2.4,15.17,28.31,14.98,14.58,108718,100,22032,70.09,0.28,41.21,33.49,12.93,19.63,27725,10715,11267,7488,9415,7945,4455,20192,19.3,8.74,27.67,13.99,8.85,54.82,24.06,26.67,18.55,22.11,11.19,35.65,13.01,12.17,3.13,62.32,58.68,64.79,65.73,55,64.13,4815,5.55,2517,7.91,10.57,13.19,18.12,0.18,0.24,0.31,0.42,92.32,1.18,5.85,3.81,2.47,2.63,2.27,60.21,2.13,44.9,3,3293,92.75,56.58,6.8,52.9,1941,5.63,0.51,32800,43300,56200,23400,172,231,293,121,314,26.6,17.6,13.5,223,0,2.32,81.05,57.84,89.57,94,22.8,4772.8,3.82,4.17
"56",596.65,41688,2.29,6.55,83.45,7.74,2.96,11.44,29.47,13.1,9.57,41688,100,32393,83.61,0.37,44.69,19.97,5.93,14.23,38993,16298,17034,12050,7482,14105,12112,2898,7.02,3.77,14.49,21.76,4.58,69.67,31.33,13.48,11.42,28.86,13.63,33.07,17.03,15.35,2.92,69.04,67.8,80.76,72.27,58.67,67.91,638,2.38,3261,12.73,17.82,31.09,39.47,1,1.39,2.43,3.09,89.85,1.09,3.38,1.99,2.27,2.53,2.03,53.97,3.76,59.27,2,1024,94.68,48.52,1.27,23.44,1971,3.22,0.12,81900,106300,140100,58200,359,440,531,172,489,24.4,20,11.9,94,5,7.82,49.72,43.3,78.74,85.47,16.8,2476.7,5.02,0
"57",538.88,13817,2.4,0.43,98.9,0.37,0.38,12.47,23.09,11.23,18.14,0,0,23603,66.74,0.82,40.55,37.62,4.93,21.19,28907,12219,12284,7205,1727,12592,5103,1527,11.43,10.44,30.4,11.33,5.94,52.34,24.72,25.08,22.41,23.13,10.59,22.02,13.66,12.3,2.89,73.81,70.27,81.87,82.04,65.98,66.42,83,0.64,87,14.94,14.94,32.18,50.57,0.09,0.09,0.2,0.32,97.67,0.34,2.66,1.79,2.31,2.41,2.1,72.52,1.72,56.14,2,401,93.49,69.67,2.24,47.63,1949,9.35,0.57,28000,39700,55500,27500,158,232,290,132,300,23.9,16.7,12.1,0,0,0.63,81.33,55.65,84.48,93.52,12.3,1121.1,0.3,0
"58",813.57,164730,2.84,2.68,80.56,7.89,16.34,14.15,27.02,12.28,9.41,164730,100,31701,77.63,1.1,34.34,22.98,13.19,15.08,35884,13572,14968,8854,9957,7208,8463,20930,12.98,10.05,25.21,15.82,8.9,58.57,17.31,23.48,15.09,24.01,11.24,27.05,15.96,13.72,3.29,73.47,70.49,80.7,76.98,51.23,60.5,3345,2.73,20951,13.18,26.13,40.07,53.38,1.68,3.32,5.1,6.79,78.75,5.4,7.88,5.73,2.79,2.81,2.76,58.9,8.57,44.52,3,2920,95.2,58.46,1.2,14.76,1974,2.34,0.49,101600,130700,164500,62900,362,448,550,188,517,29.1,23.5,11.6,210,38,12.72,58.07,38.24,69.84,90.43,31.3,5268.3,0.9,7.37
"59",31.51,12563,3.14,0.19,98.46,1.18,0.52,15.39,21.75,10.85,7.89,2075,16.52,63782,86.11,0.93,65.58,17.51,0.5,14.35,68187,25883,25864,21818,7000,28021,24358,274,2.24,4.76,10.34,42.97,3.83,70.83,15.87,25.86,4.5,44.34,4.65,24.24,5.66,5.17,3.31,92.19,91.19,97.6,94.43,71.65,76.65,13,0.15,519,0,5.78,10.02,10.02,0,0.24,0.41,0.41,87.51,0.22,4.28,3.7,3.07,3.12,2.33,94.74,0.25,13.02,3,159,96.17,93.07,0,50.31,1976,0,0,151700,199500,258600,106900,441,760,930,489,849,26.1,23.1,12.5,0,0,4.13,48.42,60.17,82.33,85.46,34,369.3,0.39,0
"60",166.71,76060,2.59,2.42,95.08,1.77,2.01,11.26,24.23,11.85,16.87,76060,100,34528,74.33,0.64,49.37,35.27,6.39,19.61,41896,15922,16165,11458,7652,11421,8496,4715,6.52,8.52,26.03,21.11,5.96,58.19,19.16,24.21,11.88,28.84,8.3,31.6,10.94,9.69,3.02,78.22,75.87,86.2,77.97,55.3,66.56,1114,2.08,5586,4.87,9.38,15.04,22.11,0.36,0.69,1.1,1.62,86.28,1.92,3.3,2.31,2.46,2.71,1.97,73.09,1.04,46.14,3,1167,96.18,66.36,0.94,32.56,1955,1.68,0.37,105800,129700,161000,55200,335,461,562,227,534,27.1,22.4,14.6,84,0,7.34,76.62,63,88.23,93.89,29.6,2569.9,2.62,0
"61",1174.32,94279,3.58,3.25,55.83,12.41,47.86,16.06,30.88,15.17,7.88,94279,100,38124,83.71,0.18,27.41,21.45,10.72,13.33,40369,11713,13343,11883,14556,11753,8833,8504,9.29,16.22,35.34,9.92,6.64,61.29,27.92,16.54,21.85,17.5,8.95,35.59,12.74,10.85,3.79,75.68,65.31,85.59,79.93,58.8,64.4,2954,3.99,26635,14.8,23.74,34.73,45.4,4.18,6.71,9.81,12.82,52.82,10.84,17.1,14.18,3.48,3.51,3.44,65.43,22.64,51.26,2,901,96.69,64.98,4.11,17.31,1957,2.96,0.32,138100,166000,190000,51900,523,642,780,257,706,28.4,24,11.3,88,1,28.25,49.77,55.42,86.64,90.32,10.1,9323.5,2.29,0
"62",150.31,12915,3.19,4.66,94.22,0.77,0.67,50.8,70.51,63.62,6.14,0,0,13109,84.81,1.04,43.47,18.47,2.71,7.32,34564,8725,8883,5981,4814,8074,3491,3538,40.99,9.47,21.37,43.42,7.7,47.67,5.81,32.32,7.01,31.8,3.21,74.52,5.22,4.27,2.71,73.94,72.66,90.4,67.03,55.45,75.09,46,1.18,200,15.5,19.5,30.5,42,0.24,0.3,0.47,0.65,96.68,0.42,1.5,0.57,2.12,2.34,2.01,37.48,2.12,68.37,2,481,89.39,34.07,0.42,35.76,1975,1.75,0.13,63400,85100,117600,54200,252,325,423,171,383,35.1,21.4,11.8,20,0,1.55,61,21.52,33.09,84.93,5.7,2272.2,0.33,0
"63",350.93,19220,2.76,1.83,84.86,0.5,21.76,15.97,30.41,15.16,8.27,0,0,28860,84.51,1.09,32.86,19.97,3.88,11.4,34986,12559,13683,7770,13895,5923,6803,2651,14.01,10.79,26.19,13.34,4.56,64.33,17.81,21.39,13.97,20.96,11.55,26.32,14.42,13.03,3.23,74.86,70.4,76.28,73.8,49.03,63.32,233,1.65,985,13.4,22.34,27.01,41.32,0.69,1.14,1.38,2.12,82.23,3.23,6.17,4.51,2.72,2.87,2.56,55.05,7.55,53.29,2,1028,87.14,52.25,1.36,57.59,1974,9.41,0.45,42200,54900,70000,27800,261,314,380,119,391,23.4,18.7,13.2,0,0,5.12,66.19,47.06,74.52,92.22,19,1013.5,0.31,0
"64",1276.17,21507,2.48,1.53,97.3,0.18,2.09,13.09,26.08,12.54,15.05,0,0,25021,73.41,1.14,38.26,32.79,6.17,18.69,30901,12301,12494,7469,7410,7741,8215,2127,10.19,9.68,27.58,12.52,5.06,60.67,30.94,19.73,24.8,17.81,11.68,26.28,15.22,13.56,2.99,71.67,70.65,77.17,78.06,70.49,73.85,370,2.13,413,0,2.66,5.33,5.33,0,0.05,0.1,0.1,94.97,0.3,4.35,2.94,2.43,2.54,2.23,66.47,2.29,51.34,2,460,94.96,63.46,3.91,43.7,1947,6.43,0.19,34600,44400,60000,25400,204,258,338,134,356,22.3,16.7,14,0,0,1.92,72.35,54.64,87.93,93.49,11.7,1840.7,0.65,0
"65",1392.77,19082,2.94,5.16,76.11,0.81,34.49,15.47,27.54,13.12,9.89,0,0,25926,78.1,1.75,29.06,25.13,10.09,12.48,28639,11388,12702,6402,4717,21943,7341,3274,17.44,14.88,28.01,14.24,7.9,60.92,18.97,23.35,18.66,22.98,11.1,26.92,15.05,13.16,3.38,69.39,62.65,67.26,79.21,60.09,67.99,692,4.18,911,8.23,16.47,23.38,31.94,0.39,0.79,1.12,1.52,74.44,3.01,9.1,6.82,2.89,2.96,2.78,63.98,9.04,50.5,2,909,87.72,62.48,2.42,25.3,1975,10.95,0.18,47500,64400,83300,35800,254,329,395,141,402,27.1,20.6,14,43,38,4.77,44.56,42.47,73.93,80.08,22.6,845.4,0.71,0
"66",534.46,111348,2.65,2.36,84.03,8.68,11.46,12.92,27.42,12.7,8.56,111348,100,41675,83.99,0.63,45.23,18.34,6.67,15.16,46847,17566,18356,14825,14266,14431,12310,7349,6.69,3.65,11.93,26.14,4.58,70.43,10,20.12,9.45,29.52,10.82,31.29,16.14,13.55,3.1,74.16,72.72,84.48,73.1,61,71.37,1200,1.61,15735,19.38,30.95,43.7,51.84,2.74,4.37,6.18,7.33,81.55,3.08,5.13,3.63,2.63,2.68,2.55,62.06,5.23,42.88,3,1775,95.94,60.94,0.68,12.51,1967,1.32,0.09,157900,195300,249900,92000,529,618,758,229,677,29.1,24.4,11.5,47,6,14.13,50.29,44.79,72.77,86.89,30.5,3646.5,10.08,5.52
"67",321.08,57483,2.68,9.42,88.63,1.14,1.31,18.99,32.55,20.49,14.68,57483,100,19118,68.85,0.54,35.76,36.02,9.56,19.04,24876,10527,10613,6296,5488,24202,21286,10140,20.43,8.83,27.66,15.83,8.33,50.05,16.38,28.97,16.45,23.68,12.68,38.56,14.75,13.75,2.98,65.58,62.99,69.92,69.32,61.94,68.92,1144,2.78,1439,31.9,40.17,46.14,60.6,0.8,1.01,1.16,1.52,95.26,0.72,4.05,2.5,2.32,2.41,2.17,64.53,2.18,63.13,2,2589,89.25,62.11,4.48,49.09,1939,10.43,0.63,20900,32300,46900,26000,168,224,280,112,282,27.4,16.6,12.9,73,0,2.5,74.16,48.43,76.15,88.35,28.7,2006.2,1.25,6.84
"68",1538.83,80505,2.64,2.3,92.57,1.48,3.26,14.77,26.86,13.05,12.74,80505,100,25045,76.41,1.31,42.74,30.73,8.51,13.59,30743,12339,12849,5958,4188,8740,6071,10801,13.8,8.56,22.1,17.54,5.59,63.07,18.95,25.42,15.25,22.85,9.54,28.77,12.21,10.96,3.12,72.86,70.3,73.68,79.21,69.03,75.55,2110,3.2,2508,20.73,33.85,43.66,53.15,0.65,1.05,1.36,1.66,94.26,1.46,5.33,3.69,2.55,2.7,2.26,70.82,2.7,50.7,2,1689,94.75,67.03,5.92,34.99,1948,5.76,0.44,29400,41000,58300,28900,194,259,328,134,326,25.4,17.2,13.2,77,4,3.12,70.01,53.86,81.83,87.39,56.2,1431.3,1.23,5.41
