murders,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
yes,13645,2.23,4.05,94.94,0.73,0.56,11.4,21.92,9.69,17.06,13645,100,27366,72.6,0.36,40.47,33.48,5.57,24.34,34347,14422,14628,10127,0,10125,28967,1560,11.48,6.53,17.43,22.6,4.83,57.95,12.15,29.01,8.73,31.41,9.75,22.71,15.21,12.8,2.81,70.64,69.48,78.24,69.89,68.73,72.56,145,1.29,132,15.91,15.91,23.48,30.3,0.15,0.15,0.23,0.29,97.61,0.56,1.92,1.24,2.22,2.3,2.06,69.54,0.47,48.6,3,514,92.26,67.16,1.95,44.94,1953,4.28,0.38,47500,61100,78800,31300,211,276,346,135,350,23.1,15.7,11.4,6,0,0.97,79.27,59.3,87.59,93.21,5.4,2517.5,1.83,0
no,15280,2.66,13.28,86.41,0.2,0.21,13.73,24.36,11.8,13.94,15280,100,29080,76.72,0.09,31.09,33.1,2.78,21.21,33676,12195,12508,10252,22781,6000,0,1053,6.98,7.82,24.58,9.55,5.34,57.87,13.6,22.09,12.14,19.66,8.53,20.82,10.59,9.62,3.01,79.89,76.21,89.94,79.63,67.56,73.39,300,2.55,66,0,0,0,37.88,0,0,0,0.16,97.93,0.4,2.64,2.1,2.62,2.64,2.5,85.15,1.43,36.06,3,216,96.38,84.43,2.31,46.3,1964,1.76,0.5,41000,54200,69900,28900,244,308,344,100,407,21.8,17.8,12.9,0,0,0.43,87.1,67.63,93.52,96.38,9,1705.4,0.07,0
no,24458,2.78,4.19,83.92,9.09,9.21,11.33,24.06,11.22,14.09,24458,100,45713,81.97,0.36,54.39,32.46,3.68,19.12,51311,18713,19198,16165,12524,16890,13643,815,3.34,7.11,17.66,23.77,5.04,66.85,17.81,22.03,9.64,28.97,5.49,30.08,8.43,7.04,3.21,83.53,81.84,93.49,88.74,59.66,70.84,159,0.86,5045,10.78,18.91,28.19,37.86,2.22,3.9,5.81,7.81,75.82,3.39,5.82,4.48,2.77,2.97,2.3,76.03,3.35,39.9,3,236,97.39,71.08,0,29.66,1949,0.68,0.43,162200,184000,211700,49500,524,647,771,247,693,29.6,24.7,14.9,19,0,20.63,43.25,69.04,86.36,89.39,3,8160.3,11.71,0
no,13937,2.6,0.93,97.24,1.51,0.85,11.2,19.39,9.54,11.82,8016,57.52,66602,84.62,0.99,73.34,22.2,1.56,15.42,79278,34204,34407,27537,0,28738,8619,207,1.5,2.96,7.26,52.37,2.09,67.16,12.2,28.25,4.02,49.3,5.73,23.71,7.46,6.63,2.98,91.6,91.53,96.64,90.49,51.03,60.5,7,0.07,813,10.21,21.53,28.41,35.92,0.6,1.26,1.66,2.1,92.9,0.67,2.5,1.9,2.57,2.68,1.97,87.52,0.24,30.9,3,343,93.99,83.73,0,35.86,1973,0.5,0.11,186000,253700,361200,175200,647,765,959,312,864,26.9,23.6,13.4,0,0,5.83,45.16,53.59,77.17,80.75,24,581.6,1.4,0
yes,61840,2.38,15.58,82.19,0.26,1.2,12.62,24.51,12.09,17.36,61840,100,20641,66.15,0.26,36.04,38.44,12.73,22.5,26810,10904,11593,7854,5884,11654,10145,11387,18.64,11.7,32.33,9.75,10.83,51.23,22.77,24.86,19.64,17.95,11.1,32.48,13.35,12.33,3.01,58.52,57.24,62.44,67.03,53.02,63.99,3258,6.18,3984,4.87,6.38,7.91,10.22,0.31,0.41,0.51,0.66,90.9,0.94,4.2,2.65,2.35,2.55,2.09,60.85,1.65,47.72,3,2665,90.69,55.99,11.44,54.75,1942,7,0.25,34900,45100,59200,24300,203,257,318,115,330,30.8,17.9,15,163,0,6.44,76.41,63.29,92.5,96.32,14.6,4248.1,3,6.45
yes,10322,2.45,26.53,72.89,0.15,0.78,12.24,25.16,12.5,17.39,10322,100,18049,69.31,0.54,21.03,38.51,11.2,13.65,22957,9559,10704,6456,0,4565,8937,2008,19.85,26.95,52.39,9.22,6.47,54.86,32.15,13.37,28.46,14.66,10.32,29.84,14.46,12.65,2.99,58.64,53.15,65.6,60.71,63.57,65.8,528,5.79,53,22.64,33.96,43.4,43.4,0.12,0.17,0.22,0.22,97.43,0.54,4.51,3.02,2.4,2.37,2.45,55.34,4.25,62.46,2,295,93.45,56.17,2.03,34.24,1958,15.46,0.16,29700,42800,62700,33000,141,212,279,138,309,27.2,19.8,14.7,0,0,0.51,79.61,56.9,77.81,92.14,5.2,2003.5,0,0
no,18811,2.93,2.67,93.79,2.49,2.6,17.57,30.08,14.73,4.99,16376,87.06,38186,87.24,0.41,35.67,16.12,8.82,9.81,42455,14085,14296,11364,10255,10916,10682,2033,10.85,5.91,22.03,10.38,7.37,67.29,28.3,17.68,20.55,18.91,9.21,29.05,14.36,11.88,3.31,73.29,73.42,79.48,82.14,58.37,66.35,404,3.05,729,7.13,12.48,20.03,22.09,0.28,0.48,0.78,0.86,94.12,0.85,4.67,3.77,2.93,3.08,2.61,71.38,2.58,40.11,3,327,95.16,67.87,1.22,21.71,1973,2.52,0.59,59300,76000,94500,35200,319,397,450,131,444,23.3,16.6,13.8,9,0,3.88,78.57,55.37,90.66,94.66,23.3,808.6,0.21,0
no,16064,2.72,1.41,96.53,0.6,1.25,13.66,26.13,13.4,13.47,0,0,34159,76.59,0.68,37.07,30.69,5.78,20.07,38408,14962,15155,11716,4028,10575,7709,1027,6.7,4.06,13.5,22.36,6.19,60.15,9.17,25.51,8.4,27.63,7.36,31.52,11.2,9.29,3.08,79.52,78.89,91.34,78.3,63.14,69.19,199,1.62,475,5.68,10.11,14.32,17.05,0.17,0.3,0.42,0.5,94.31,1.16,3.97,2.9,2.6,2.61,2.57,65.68,1.02,37.93,3,3101,65.54,65.34,0.84,27.86,1962,1.05,0.33,123400,153900,195800,72400,406,548,663,257,610,27.7,23.9,14.7,0,0,2.96,66.42,50.1,68.44,84.72,42.4,379.1,1.49,0
no,15512,2.19,4.93,93.96,0.5,1.31,10.03,23.97,11.46,20.07,15512,100,32018,69.96,0.43,51.77,36.85,3.63,23.76,38998,20399,21100,10328,1908,9387,10136,1012,6.59,3.36,13.72,26.62,4.64,58.94,5.09,23.38,6.1,32.9,10.06,31.71,13.03,11.68,2.79,66.51,65.22,78.2,72.24,67.79,73.47,291,2.39,370,20,36.76,36.76,38.92,0.48,0.88,0.88,0.93,94.89,0.71,3.39,2.02,2.17,2.23,2.1,55.25,1.51,34.93,3,11806,37.47,53.73,0.18,70.51,1965,2.57,0.58,130600,176700,263700,133100,433,533,636,203,632,26.7,26,15.6,0,0,2.39,35.21,43.36,64.1,80.2,7.2,2164.1,2.8,0
yes,12490,3,36.35,58.94,0.88,6.84,15.14,27.04,13.39,13.28,0,0,21633,70.25,0.48,23.41,31.38,11.46,15.56,24682,9661,12311,5910,12409,3714,6166,2708,23.22,13.58,36.98,14.22,10.18,51.95,14.62,31.6,14.99,23.71,12.45,32.08,15.94,14.35,3.32,63.19,56.03,64.89,56.55,69.68,73.64,860,8.19,594,20.88,41.75,46.97,68.01,0.99,1.99,2.23,3.23,90.59,2.17,8.94,6.51,2.79,2.67,3,60.76,8.07,47.77,3,571,87.94,63.52,4.9,46.76,1963,15.78,0.23,31900,47200,68900,37000,179,287,377,198,391,32.3,22.2,14.3,0,0,4.76,78.94,53.55,79.68,94.61,18.3,683.3,0.22,0
no,28808,2.86,3.26,91.39,4.63,2.67,11.68,24.31,10.08,5.19,17347,60.22,59069,93.61,1.32,62.24,12.84,1.04,10.2,62724,22449,22650,21769,0,18989,20020,379,1.33,3.11,8.55,43.63,3.46,77.15,20.02,25.15,6.68,43.59,6.05,25.58,8.93,7.54,3.23,88.94,88.48,97.22,84.29,55.23,70.7,139,0.83,2388,7.71,17.84,28.73,37.23,0.64,1.48,2.38,3.09,89.29,0.99,3.93,3.07,2.84,2.95,2.37,84.04,1.08,35.75,3,332,96.81,80.9,2.11,28.61,1977,0.26,0.12,144000,197900,251100,107100,625,700,883,258,824,24.6,25.6,14.6,0,0,8.29,55.42,47.09,65.48,84.55,56.6,508.5,3.13,0
yes,10398,2.53,2.51,68.29,0.38,1.77,20.79,36.19,23.58,12.6,0,0,14822,72.64,1.9,29.99,26.49,11.08,12.79,20465,9884,11413,3965,6566,0,10479,3196,33.2,13.52,24.6,29.54,9.79,51.19,6.05,40.83,12.07,29.52,10.75,35.19,15.79,13.56,2.92,60.88,60.04,65.62,68.47,56.65,63.96,165,2,89,32.58,52.81,60.67,69.66,0.28,0.45,0.52,0.6,96.06,0.89,3.76,2.46,2.31,2.37,2.25,50.7,4.23,56.54,2,468,89.78,49.48,2.14,30.34,1969,13.65,0.11,33300,46800,68100,34800,170,233,293,123,299,35.1,20.4,13.1,57,0,0.86,66.25,35.2,61.68,87.07,6.1,1699,0,0
no,16569,2.87,0.23,98.52,0.21,0.43,19.92,32.94,19.17,10.01,16569,100,34544,79.82,0.67,58.45,25.42,3.71,12.04,40361,14713,14526,0,9189,63729,11186,1124,7.33,7.32,14.58,22.2,3.34,66.56,20.85,26.64,16.97,27.59,5.56,34.99,7.84,6.76,3.16,83.23,83.47,91.72,83.24,67.18,75.74,79,0.63,137,5.84,5.84,10.95,27.01,0.05,0.05,0.09,0.22,97.82,0.2,3.92,3.19,2.65,2.92,2.1,74.35,1.42,38.8,3,164,97.24,67.58,1.22,25,1970,1.35,0,51000,63200,82000,31000,253,356,425,172,410,22.1,20.3,13.3,0,0,0.83,83.16,50.93,80.16,92.6,8.6,1920.5,0.87,0
yes,20098,2.57,17.99,81.05,0.51,0.92,12.07,26.55,11.28,9.2,0,0,32348,84.49,1.28,37.96,18.83,4.79,8.81,38138,16202,18079,8153,13820,7939,16572,1424,7.25,10.81,23.2,28.74,3.52,70.75,17.87,23.16,12.32,32.85,10.69,24.39,13.81,12.39,3.04,73.31,70.35,85.49,69.78,64.86,73.3,635,4.63,323,28.79,31.58,35.91,41.49,0.46,0.51,0.58,0.67,96.88,0.62,3.4,2.39,2.52,2.73,2.26,59.27,2.22,51.57,2,920,89.48,54.62,0.43,14.24,1979,3.39,0.22,67000,95900,135200,68200,331,413,492,161,478,22.7,22.4,12.8,0,0,1.61,59.79,38.41,62.91,76.88,26.4,760.1,0.11,0
no,23622,2.33,2.5,97,0.32,0.25,11.89,21.59,10.29,18.06,23622,100,21904,63.05,0.62,35.58,39.06,10.3,20.81,29304,12711,12844,9616,8618,8633,2104,4211,18.06,11.99,29.76,14.24,7.23,46.42,22.04,24.16,15.88,26.08,10.21,21.19,14.55,12.63,2.87,70.07,67.12,80.05,81.04,48.84,55.01,295,1.43,146,17.81,32.88,42.47,46.58,0.11,0.2,0.26,0.29,97.71,0.35,2.13,1.44,2.3,2.37,2.17,67.34,1.05,48.53,3,893,91.9,65.33,3.25,47.82,1953,7.89,0.45,30900,43800,63100,32200,129,218,282,153,288,24.3,15.2,11.9,18,0,0.62,72.14,60.11,85.13,90.78,11.1,2121.2,0.37,0
yes,26359,2.46,2.93,90.16,0.69,1.93,12.67,23.36,10.41,14.91,0,0,26405,70.25,1.8,45.32,33.16,4.75,14.05,33145,13776,14273,7046,9131,19541,9081,2782,10.74,7.5,20.03,21.89,4.86,59.77,25.13,19.98,11.6,27.6,9.07,20.26,12.24,10.78,2.98,78.09,75.96,81.23,84.54,65.51,69.41,265,1.21,305,5.57,11.48,13.11,20,0.06,0.13,0.15,0.23,96.39,0.56,3.81,2.64,2.41,2.47,2.26,71.9,1.98,48.54,3,1561,87.3,70.01,2.56,53.75,1957,6.79,0.23,31600,48600,71500,39900,185,261,334,149,346,24.2,16.8,11.7,48,0,1.16,61.26,54.35,77.45,88.56,18,1466,0.16,0
yes,40452,3.18,1.39,81.23,8.24,25.86,16.12,28.36,15.09,10.61,40452,100,47143,83.09,0.56,46.16,26.41,5.31,20.19,50577,16415,17025,11496,15403,14966,13477,1506,3.89,5.46,18.94,17.8,4.57,64.75,23.08,20.26,13.48,25.88,7.09,31.45,10.58,8.89,3.38,83.2,75.14,91.29,83.09,61.34,68.27,514,1.72,6418,12.62,18.11,28.9,37.94,2,2.87,4.59,6.02,74.07,3.7,8.82,7.21,3.06,3.06,3.04,82.53,7.05,22.91,3,623,95.33,82.43,0.16,6.58,1959,0.75,0.14,180200,209700,241700,61500,568,699,912,344,791,28.5,22.6,11.2,0,0,15.87,53.09,59.81,84.01,93.72,8.1,4974.4,0.77,0
no,10422,2.94,0.51,95.7,3.47,1.73,11.64,21.71,10.56,13.53,10422,100,65920,83.79,0,70.79,28.23,1.66,18.07,70290,25409,25464,28033,0,22561,21588,104,1.01,5.68,11.35,41.55,2.03,69.73,16.19,26.84,5.23,44.25,3.42,28.12,5.97,4.75,3.2,92.06,90.36,100,89.29,58.39,68.1,28,0.4,885,7.23,9.83,10.51,16.72,0.61,0.83,0.89,1.42,86.83,1.49,4.14,3.44,2.89,2.97,2.16,92.31,0.62,18,3,36,99,89.71,0,47.22,1955,0,0.2,193800,233300,285700,91900,626,750,916,290,858,32.2,20.6,14.4,0,0,8.49,69.4,71.74,87.55,94.77,5.2,1992.3,4.88,0
yes,17336,2.28,38.74,59.91,0.89,1.07,11.49,25.7,12,13.52,17336,100,26803,72.73,0.41,43.49,29.96,7.1,15.61,34744,16075,21248,7676,9817,38088,15987,3004,17.87,7.97,20.56,40.51,5.77,61.98,8.36,38.42,8.96,43.45,13.3,37.94,17.13,15.55,3.02,54.13,46.3,68.84,47.42,65.39,69.01,1080,8.94,377,15.65,34.22,40.32,41.11,0.34,0.74,0.88,0.89,96.09,0.47,5.71,3.01,2.21,2.37,2.03,56.55,3.22,58.15,2,613,92.55,52.66,11.91,48.12,1950,4.57,1.03,65700,98100,137900,72200,288,375,464,176,439,27.8,23.1,14.8,9,0,2.17,60.23,48.01,70.6,85.6,4.3,4024.1,13.53,6.95
yes,34882,2.32,4.46,94.67,0.72,0.3,12.56,21.79,11.29,19.51,34881,100,21053,64.58,0.28,42.28,40.6,8.21,21.03,29252,12665,12908,7068,1323,13424,7067,5715,16.91,11.51,25.28,18.43,6.66,52.57,11.58,31.84,14.07,28.82,9.47,29.65,12.57,11.2,2.94,69.05,67.22,75.14,70.2,64.36,68.78,931,3.23,563,6.93,8.88,9.77,10.83,0.11,0.14,0.16,0.17,95.57,0.49,3.25,2.01,2.24,2.47,1.88,67.5,1.09,50.72,2,2090,87.8,61.26,5.84,66.89,1939,8.11,0.67,31200,47000,68000,36800,142,207,281,139,274,26.5,16.9,11.8,0,9,1.61,74.43,62.6,86.35,90.85,14.3,2440.7,4.19,0
no,25058,2.71,5.24,90.35,3.72,2.66,12.99,24.68,11.55,10.16,25058,100,46885,85.51,0.66,52.57,20.77,2.61,15.48,53297,22054,22693,16270,0,17237,13573,800,3.2,3.82,13.96,34.7,4.61,68.63,10.95,25.1,8.05,39.29,6.58,28.98,10.47,8.6,3.17,81.9,82.01,88.91,82.14,52.77,66.78,184,1.13,2686,19.51,27.74,35.29,43.22,2.09,2.97,3.78,4.63,86.09,1.88,4.79,3.61,2.7,3.02,2.11,72.93,1.52,41.77,3,750,92.51,65.3,0.4,46.53,1965,0.46,0.07,153000,189300,256700,103700,518,557,625,107,596,24.9,23.6,15.2,15,0,10.72,58.3,61.15,84.65,89.73,11.4,2190.2,3.56,0
yes,10637,2.16,9.69,89.52,0.51,0.75,9.99,23.83,10.25,18.45,10637,100,23773,69.21,0,43.75,35.02,8.65,19.7,26537,13164,13833,7680,234,9378,22816,1322,12.53,9.07,21.74,20.9,6.62,55.31,12.37,35.69,9.73,34.27,9.65,35.59,12.34,11.16,2.88,63.45,64.25,70.11,66.94,55.69,64.4,232,2.99,244,0,15.57,20.9,20.9,0,0.36,0.48,0.48,93.29,0.35,3.26,1.89,2.15,2.42,1.81,62.28,0.65,56.32,2,358,93.22,55.3,5.87,53.35,1940,1.91,1.15,30900,40900,56600,25700,256,316,386,130,402,24.4,20.1,13.8,0,0,2.29,89.14,64.43,92.84,95.93,1.2,8564.4,16.83,0
yes,27437,2.59,2.6,76.09,7.72,17.88,13.67,28.92,13.69,10.47,27437,100,23491,76.39,1.7,29.39,23.98,14.42,17.12,27796,11815,13262,8691,12816,7632,6029,4991,18.56,11.05,25.73,16.37,11,55.93,9.92,23.97,10.39,24.35,13.77,28.36,19.34,16.73,3.12,61.7,60.4,74.54,63.82,52.54,62.46,503,2.34,3559,18.04,30.43,40.77,52.6,2.34,3.95,5.29,6.82,78.92,6.26,6.74,4.49,2.54,2.56,2.52,41.07,8.55,63.29,2,485,95.62,40.71,0.82,15.05,1971,4.82,0.42,64400,86300,117300,52900,269,327,395,126,391,27.3,21.9,11.9,22,41,12.97,53.7,34.93,64.64,86.84,7.2,3832,0.25,0
yes,31656,2.54,35.89,62.97,0.45,1.12,14.57,26.11,12.43,15.05,31656,100,21745,68.57,0.84,30.79,31.23,10.58,17.96,27133,11931,15035,6533,18630,8144,5868,6721,21.82,9.24,29.84,17.54,8.24,52.61,16.81,27.21,17.38,25.11,12.3,27.18,16.06,14.39,3.07,59.49,53.05,69.31,65.75,62.61,68.66,1633,5.85,253,15.81,19.37,38.74,41.5,0.13,0.15,0.31,0.33,97.33,0.44,5.34,3.65,2.47,2.51,2.42,58.6,4.07,49.95,3,1838,87.16,57.72,3.26,43.31,1964,8.1,0.96,30400,46000,70000,39600,187,275,356,169,361,26.1,19,13.5,3,4,0.8,58.07,51.28,79.42,86.21,21.8,1451.3,0.11,0
yes,44639,2.37,55.99,43.04,0.61,0.75,13.34,27.23,13.67,16.73,44639,100,15315,61.64,0.27,23.26,36.96,17.75,16.08,20973,10367,16658,5657,7088,7864,15139,14189,33.31,20.83,42.8,17.41,9.64,45.99,13.82,32.35,15.44,23.36,16.46,38.29,19.03,17.91,3.07,38.93,32.08,42.31,40.72,53.82,61.23,4657,12.16,754,24.67,30.5,40.32,44.83,0.42,0.52,0.68,0.76,96.12,0.41,6.57,3.71,2.26,2.32,2.22,43.88,5.37,64.61,2,2769,87.17,42.85,4.91,57.93,1951,12.67,1.06,32200,49000,74900,42700,124,217,317,193,300,29.3,19.9,12.9,89,21,1.69,71.35,50.51,81.19,88.83,20.4,2191.6,4,9.56
yes,34075,2.59,4.22,94.72,0.45,0.85,14.23,26.63,12.85,11.68,0,0,22439,72.65,0.66,31.66,30.89,12.41,16.99,27049,10365,10499,7185,10716,12381,7572,5667,16.85,9.68,30.32,9.41,10.98,55.48,26.25,20.37,22.82,17.85,13.31,24.01,15.71,14.6,3.1,70.49,66.69,77.23,76.39,58.27,66.36,868,2.97,256,0,13.67,16.02,31.64,0,0.1,0.12,0.24,97.7,0.24,4.6,3.24,2.56,2.63,2.45,63.17,1.68,40.38,3,1064,92.53,61.48,3.38,57.42,1945,12.2,0.81,24100,34500,48100,24000,185,232,284,99,337,25.6,16.3,12.9,4,0,0.75,81.01,53.95,85.45,93.41,8.3,4102.3,1.01,0
yes,45226,2.95,59.63,39.76,0.43,0.56,17.15,28.12,13.63,10.96,0,0,18060,71.26,0.58,20.33,30.07,18.48,11.31,23068,9081,14683,5359,2400,11710,4936,14232,31.96,18.51,38.54,15.58,12.45,51.79,19.98,25.33,19,23.16,11.72,35.15,14.97,13.52,3.49,52.47,42.18,56.12,54.33,67.29,73.08,5134,12.32,250,19.6,32.8,44.4,44.4,0.11,0.18,0.25,0.25,97.37,0.21,11.3,8.31,2.91,2.89,2.93,57.98,9.73,45.71,3,1170,92.91,58.32,12.14,37.26,1965,11.02,0.83,29100,42500,60000,30900,132,207,295,163,332,32.3,21.1,15,6,0,0.55,84.59,59.55,88.62,93.77,27,1672.6,0.24,0
no,12649,2.75,0.23,99.11,0.4,0.97,13.31,26.67,12.53,14.13,12649,100,28998,75.33,0.39,35.35,35.22,8.84,21.51,35419,12256,12244,4267,34620,9198,11592,1154,9.18,12.78,36.6,6.44,5.92,59.34,23.5,18.66,20.82,16.38,11.28,33.16,12.77,12.07,3.28,68.56,63.23,76.27,82.54,47.81,64.06,375,3.68,235,3.4,3.4,5.96,5.96,0.06,0.06,0.11,0.11,95.87,0.42,7.7,5.46,2.74,2.83,2.5,75.89,2.11,38.69,3,333,93.25,73.55,30.03,72.37,1939,5.46,0.73,45100,63100,84700,39600,308,383,441,133,455,30.3,20.4,15.2,26,0,1.86,74.91,67.4,91.99,96.41,2.3,5549.8,3.17,0
yes,16491,2.46,21.9,76.14,0.41,3.78,16.68,28.19,17.14,21.02,0,0,20380,61.34,1.16,41.01,44.58,6.22,23.3,25081,10590,12082,5669,5638,6613,7309,2993,20.32,8.87,27.12,18.94,7.43,45.66,12.02,32.53,16.07,28.51,11.43,34.45,14.58,13.23,2.91,54.63,49.06,60.54,59.41,69.01,70.45,818,6.28,712,14.47,19.66,23.31,29.49,0.62,0.85,1.01,1.27,93.4,1.46,5.71,3.26,2.21,2.25,2.16,53.99,3.53,64.38,2,1013,86.89,52.94,1.18,40.57,1967,11.19,0.63,38800,51100,69900,31100,243,331,413,170,398,28.2,21.7,11.8,14,0,4.32,35.95,40.43,69.42,82.86,10,1651.7,0.29,0
no,14207,3.3,2.69,66.17,0.99,59.76,17.37,31.32,14.83,5.74,14207,100,23485,83.31,0.73,19.1,20.67,8.91,9.37,25212,8462,9682,2695,14000,6386,6415,3012,21.39,28.32,51.75,4.08,8.2,60.21,13.83,11.19,22.27,10.06,10.62,29.72,15.25,12.94,3.73,74.73,70.18,79.59,78.01,44.98,52.2,234,2.08,3210,10.12,20.53,29.66,52.9,2.29,4.64,6.7,11.95,44.38,14.81,14.55,11.62,3.3,3.25,3.37,55.63,22.3,59.59,2,514,89.33,56.51,4.47,59.34,1966,14.75,0.46,30000,38900,49600,19600,231,283,351,120,330,23.7,20.8,13.2,0,0,22.59,61.02,47.82,87.28,93.71,3.1,4530.3,1.21,0
yes,41643,2.84,38.14,60.42,0.82,0.64,18.54,34.13,20.08,11.19,41643,100,26615,80.56,0.37,27.62,26.42,7.67,14.1,31404,11481,14159,7394,6076,6771,12158,6312,16.38,16.51,37.12,17.69,6.92,62.13,26.69,20.14,22.06,21.81,10.45,36.8,12.61,11.65,3.18,61.2,54.02,68.06,64.49,73.57,75.86,2781,8.81,542,11.25,11.25,26.2,44.46,0.15,0.15,0.34,0.58,96.26,0.43,6.56,4.62,2.64,2.67,2.6,54.49,5.36,51.75,2,1013,93.54,53.87,3.65,34.16,1965,9.21,0.76,40400,56300,81400,41000,215,314,396,181,438,25.1,19.6,13.9,43,0,1.3,69.31,50.02,77.35,86.97,24,1736.3,0.23,0
no,25651,2.45,1.14,97.54,0.78,1.65,10.2,20.19,9.78,20.09,25651,100,43888,72.61,0.59,63.59,40.45,2.9,27.88,53111,22246,22300,13950,7308,24309,16493,684,2.7,9.52,19.99,28.27,3.46,59.41,11.98,25.88,7.8,35.86,5.37,27.71,8.27,6.95,2.94,82.44,80.92,92.58,85.78,63.79,74.07,150,0.76,3166,1.64,2.4,5.43,9.41,0.2,0.3,0.67,1.16,81.39,2.31,2.53,1.81,2.42,2.56,1.88,84.09,0.47,37.93,3,320,97.03,79.48,0.31,26.56,1958,0.52,0.06,154500,185400,240200,85700,285,558,655,370,606,27.3,21.7,13,23,0,12.34,67.3,71.43,93.86,95.63,12.8,1997.9,3.82,0
yes,18042,2.73,23.57,69.35,0.39,9.17,14.87,26.23,12.43,14.04,0,0,21427,71.4,1.25,27.59,31.71,9.46,11.91,26452,10087,12008,5764,2168,13848,4963,3815,21.86,12.27,28.73,14.2,6.87,56.35,9.73,22.99,15.29,22.25,10.02,24.14,14.02,12.22,3.2,68.01,63.37,71.77,68.7,60.9,71.99,481,3.24,638,16.46,24.45,37.46,50.31,0.58,0.86,1.32,1.78,91.32,1.65,6.44,4.75,2.66,2.62,2.74,62.8,5.57,48.25,3,1065,86.13,63.85,1.78,51.27,1969,12.21,1.26,30000,42300,58100,28100,205,287,360,155,367,27.3,18.9,14.5,1,0,3.54,81.01,48.75,78.41,95.21,17.9,1005.5,0.14,0
yes,393069,2.9,13.91,80.5,4.33,3.09,14.92,32.58,15.46,5.44,389533,99.1,36271,89.64,0.5,40.64,14.03,3.04,16.87,39112,15242,16327,10726,12323,10821,11025,22307,5.86,3.06,12.03,25.5,3.86,73.79,8.46,23.41,8.63,30.35,8.83,30.06,12.61,10.69,3.21,81.23,78.47,88.85,81.03,60.67,68.95,5599,2.35,20517,12.41,20.06,29.47,36.54,0.65,1.05,1.54,1.91,92.07,0.73,4.8,3.65,2.82,2.9,2.67,64.46,2.48,33.3,3,11471,92.2,62.49,0.68,28.06,1978,2.5,0.31,78800,96500,134000,55200,420,484,556,136,577,27,24.9,12.2,297,0,5.22,35.64,35.82,59.94,70.96,257.3,1527.9,0.75,7.87
no,19587,2.87,13.94,85.03,0.6,0.78,15.91,26.96,12.8,8.48,19563,100,32493,81.97,0.78,37.38,23.95,5.63,21.02,36829,12461,13423,6746,28269,7922,9374,2215,11.42,8.51,25,18.49,5.36,65.49,16.94,18.82,13.7,23.91,7.7,24.13,11.08,9.48,3.21,79.08,73.73,90.28,72.77,63.31,73.76,333,2.18,278,3.96,6.12,6.12,6.12,0.06,0.09,0.09,0.09,97.62,0.17,4.79,3.9,2.85,2.83,2.91,76.84,2.55,20.45,3,359,95,77.32,2.23,41.23,1971,4.94,0.92,48000,62300,84200,36200,174,291,406,232,410,23.6,17.2,12.4,0,0,1.42,63.92,51.21,70.08,83.49,19.1,1027.6,0.15,0
yes,23648,2.68,1.21,96.68,1.64,1.15,12.98,23.98,11.43,9.26,23654,100,53768,85.12,0.5,64.57,21.25,1.98,18.35,62589,24403,24669,4637,57733,18023,26592,335,1.44,2.24,10.92,35.87,3.91,68.2,26.51,25.89,8.2,38.05,7.11,26.86,8.1,7.61,3.09,90.06,89.41,97.91,90.54,60.55,66.3,60,0.37,1019,7.46,9.22,12.27,13.84,0.32,0.4,0.53,0.6,94.81,0.7,2.95,2.26,2.64,2.84,1.75,88.01,0.66,32.55,3,396,95.7,81.93,0.25,19.19,1971,0.2,0.09,95400,127200,185400,90000,438,479,525,87,517,25,18.2,14.5,0,0,4.31,73.18,55.97,85.18,93.96,16.5,1433.9,0.25,0
