nonViolPerPop,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
7401.15,11314,2.65,35.15,62.76,0.28,3.34,15.79,28.82,14.55,11.06,11314,100,17500,65.84,0.31,20.7,30.36,26.54,18.67,22174,8872,9043,8612,8742,9976,7426,3207,28.51,12.31,36.03,6.14,17.07,44.54,32.43,16.46,28.24,11.19,16.26,37.9,18.8,17.63,3.27,46.34,43.09,48.35,50.5,39.55,52.74,1109,11.21,272,0,0,0,10.66,0,0,0,0.26,94.61,0.87,8.34,5.67,2.65,2.81,2.47,56.47,4.03,50.51,2,398,91.47,53.23,8.29,42.71,1939,11.06,0.56,15800,22700,31100,15300,189,257,306,117,325,32.2,17.4,14.5,0,0,2.4,73.05,61.23,95.09,96.45,2.8,4093.3,3.88,0
11671.52,24725,2.26,22.64,76.02,0.56,2.51,10.24,20.5,10.01,24.55,24725,100,23695,63.48,0.9,41.48,46.16,6.38,24.07,30046,14154,16383,6642,8565,13839,7586,3238,13.46,10.9,28.73,17.76,6.59,49.11,9.29,24.58,10.12,26.18,11.72,23.41,15.42,13.79,2.78,59.45,51.8,65.62,56.93,63.14,72.08,1088,4.71,978,11.55,16.97,29.45,35.28,0.46,0.67,1.16,1.4,93.86,0.63,4.12,2.56,2.2,2.29,2.09,59.41,3.75,65.15,2,1811,85.8,57.18,1.66,33.19,1971,8.08,0.55,46000,60700,82300,36300,221,311,406,185,380,28.7,21.7,11.4,27,3,3.96,38.21,46.5,77.55,83.09,12.6,1957.3,0.49,0
7778.59,27610,2.76,13.4,74.46,0.91,17.42,15.61,30.87,15.62,8.88,0,0,23634,80.44,1.01,27.34,22.02,7.49,10.55,27245,11477,13388,6277,6899,14403,5289,5021,18.78,13.31,30.19,18.3,5.87,61.35,10.8,21.76,13.68,23.14,12.32,29.16,17.22,14.82,3.22,69.34,64.93,76.72,68.44,49.68,64.84,597,2.87,2809,22.86,35.71,50.91,70.1,2.33,3.63,5.18,7.13,83.02,6.18,7.11,5.11,2.68,2.73,2.63,47.85,9.55,54.64,2,1484,87.1,46.91,4.58,41.24,1974,11.3,0.98,42300,59600,83700,41400,223,287,367,144,369,24.1,20.5,13.7,11,0,10.17,66.37,43.21,75.71,92.1,21.7,1272.4,0.61,0
775.57,12066,2.62,1.9,95.3,2.06,1.97,10.31,24.69,10.91,8.92,10360,85.86,51173,88.9,1,54.21,18.71,4,12.76,57052,21912,21819,26403,21736,29029,14635,229,1.92,3.23,10.6,36.21,5.21,74.57,18.76,24.15,8.71,39.82,8.55,30.23,12.63,10.66,3.06,82.36,80.32,95.87,85.8,63.43,71.8,117,1.52,809,6.43,14.59,17.31,21.51,0.43,0.98,1.16,1.44,91.93,1.22,3.26,2.37,2.59,2.73,2.19,78.05,0.96,41.46,3,214,95.56,74,1.4,18.22,1970,0.59,0.19,143100,167800,206400,63300,448,624,745,297,721,22.4,24.2,16.3,0,0,6.7,67.41,55.14,81.86,89.64,12.9,935.8,3.31,0
5090.38,25198,2.82,34.48,62.68,0.28,3.25,16.05,27.9,13.69,8.56,20225,80.26,26634,72.75,0.78,31.78,24.69,19.44,21.09,31042,11346,12539,9542,5616,5929,7309,5838,23.38,9.44,28.86,6.22,14.01,51,33.1,18.54,27.43,13.89,11.13,31.7,15.94,13.7,3.21,55.93,51.06,58.34,59.29,52.94,59.12,1856,8.09,400,2,2,5.25,5.25,0.03,0.03,0.08,0.08,94.34,0.51,6.61,5.19,2.82,2.73,3.15,74.59,4.45,32.74,3,439,95.31,77.22,14.58,48.75,1960,5.83,0.12,27600,39800,59900,32300,219,308,367,148,423,35.1,15.9,13.2,0,0,1.59,73.72,62.54,92.24,96.03,32.5,774.3,0.91,0
2828.75,22113,3.27,4.77,88.62,1.76,8.61,13.48,27.89,9.82,1.74,0,0,42743,95.62,0.24,36.73,6.38,1.33,5.44,43743,14070,14592,11297,12010,10021,9313,630,2.85,2.61,10.07,21.46,4.49,80.02,20.78,14.48,10.97,25.15,6.98,20.03,9.94,8.47,3.51,88.01,86.39,93.56,89.42,72.49,76.89,91,0.76,1123,6.95,13.18,27.43,32.86,0.35,0.67,1.39,1.67,89.96,1.61,5.84,5.11,3.27,3.21,3.45,75.93,4.65,11.41,3,380,94.69,77.2,0.26,32.63,1980,1.41,0.08,59800,70300,85200,25400,484,534,588,104,687,24.7,23.1,13.5,0,0,5.06,48.16,42.45,60.44,83.45,12.1,1825.7,0.48,0
1995.2,10497,2.81,0.16,99.05,0.66,0.53,13.65,22.52,11.18,14.89,6789,64.68,41449,78.59,1.42,53.58,31.85,2.98,17.57,47420,16298,16347,0,11974,11834,8941,415,4.08,12.67,28.52,20.77,6.22,61.79,21.95,28.4,12.79,29.92,5.4,25.16,6.04,5.73,3.12,89.44,87.39,96.45,86.23,63.53,76.31,59,0.76,450,7.78,7.78,10.44,10.44,0.33,0.33,0.45,0.45,81.57,1.46,3.28,2.65,2.74,2.91,2.01,85.9,0.59,32.36,3,106,97.24,80.8,2.83,43.4,1959,0.13,0,116500,146600,184000,67500,252,433,575,323,518,23.6,21,14.5,0,0,4.29,74.45,68.04,92.06,93.3,24.9,421.5,1.09,0
5454.72,93613,2.56,2.57,73.69,18.6,15.23,12.82,31.54,15.24,9.11,93613,100,44707,84.92,0.62,49.09,18.5,5.81,13.36,49460,19676,21326,16199,16205,15061,13688,5657,6.23,6.55,16.45,30.77,4.43,70.44,37.74,17.29,9.93,34.44,11.11,40.54,14.67,12.87,3.06,72.88,69.03,86.38,74.03,63.37,70.9,1366,2.33,21501,18.48,29.18,42.02,54.75,4.24,6.7,9.65,12.57,69.77,5.24,6.08,3.82,2.49,2.65,2.35,50.13,9.29,57.35,2,1328,96.49,47.07,1.81,14.31,1964,0.64,0.27,224200,270400,323900,99700,608,737,913,305,779,25.8,22.5,11.3,114,0,22.97,43.7,44.67,74.36,83.76,19,4937.4,2.44,4.17
4670.33,14870,2.73,5.14,86.58,1.02,12.31,14.36,26.34,12.69,14.45,0,0,19456,69.57,0.95,29.23,35.8,10.95,16.38,22487,9017,9307,6090,7713,23137,6131,3263,23.17,15.47,37.38,11.25,9.68,49.91,27.11,22.3,21.63,20.31,13.86,22.46,14.9,14.39,3.11,71.73,64.87,74.77,74.59,49.06,62.07,339,2.67,635,10.55,19.06,25.67,42.52,0.45,0.81,1.1,1.82,88.53,1.41,5.93,4.26,2.59,2.52,2.74,63.79,5.62,46.83,3,812,87.02,65.69,5.67,57.27,1962,15.77,0.64,21900,36600,55600,33700,165,229,310,145,329,26.3,21.1,14.2,0,0,4.28,72.05,49.07,79.16,93.38,21.1,705.5,0.69,0
7032.15,44683,2.56,0.66,95.35,1.55,2.91,14.14,29.49,14.32,9.85,44683,100,21932,79.36,0.48,33.25,23.3,9.46,13.36,25431,10222,10306,6931,9064,8853,6719,7270,16.47,7.18,22.27,10.76,7.94,60.83,19.6,20.08,22.27,15.27,13.9,28.73,18.83,16.49,3.04,66.12,64,77.03,70.92,54.96,65.64,940,2.89,1195,15.56,26.61,30.29,39.83,0.42,0.71,0.81,1.07,94.86,0.91,4.55,3.08,2.54,2.62,2.47,50.71,4.96,58.46,2,674,96.28,49.29,2.23,17.21,1969,5.24,0.29,40100,51000,65300,25200,292,362,424,132,423,28.3,20.2,13.4,50,5,2.67,50.07,37.26,74.78,85.24,13.9,3210,4.04,0
3137.58,15979,2.71,1.01,98.26,0.38,0.55,13.49,29.51,13.42,8.09,15979,100,33502,86.63,0.39,44.15,21.53,3.84,12.25,37793,13303,13329,13442,32000,7391,21546,858,5.38,5.45,17.79,16.17,2.84,74.11,17.64,16.68,15.57,21.52,9.21,25.41,12.69,11.03,3.17,78.31,76.58,91.31,77.54,67.51,75.42,122,1.07,170,20.59,24.71,31.76,31.76,0.22,0.26,0.34,0.34,97.41,0.42,4.32,3.26,2.71,2.9,2.32,72.56,1.71,40.57,3,188,96.91,67.91,1.06,19.68,1968,1.61,0.33,54100,64400,73300,19200,306,358,408,102,394,21.1,15.7,12,0,0,1.06,64.59,54.35,76.32,88.27,8.6,1858,2.96,0
4012.32,99405,2.53,0.73,96.82,0.68,0.57,13.7,29.2,13.92,10.29,99405,100,27123,81.64,2.15,44.67,23.84,4.79,12.73,34144,13574,13840,7414,4274,6405,5754,8205,8.61,7.94,16.75,22.72,3,71.01,12.88,25.6,12.99,25.28,9.77,29.13,11.49,10.68,3.03,76.25,75.91,85.01,80.91,79.56,82.97,1239,1.7,1680,21.43,27.5,33.99,45.48,0.36,0.46,0.57,0.77,95.97,0.7,3.49,2.26,2.42,2.74,1.97,66.14,1.59,52.48,2,1741,95.76,58.45,1.67,26.13,1965,3.4,0.23,46000,59000,78100,32100,256,336,407,151,380,24.7,20,12.6,107,18,1.69,65.17,47.84,76.45,85.5,44.9,2213.7,0.56,2.99
3198.79,16366,2.96,0.89,94.27,4.54,0.68,12.56,18.83,7.72,3.98,16371,100,71996,93.04,0.67,68.43,9.18,0.6,7.93,75035,30737,31207,23722,0,24242,11520,169,1.04,0.57,2.09,58.44,1.32,73.73,16.82,26.77,2.73,56.71,5.25,18.72,7.29,6.28,3.26,92.11,92.36,98.81,90.16,48.25,59.21,40,0.43,796,24.62,28.27,41.83,43.84,1.2,1.37,2.03,2.13,92.7,1.43,2.84,2.39,2.95,3.13,2.19,85.73,0.24,21.7,4,396,93.31,80.73,1.26,28.03,1985,0.16,0.24,142800,181600,246600,103800,491,637,749,258,712,19.6,22.5,11.5,0,0,4.86,53.52,26.75,57.21,73.72,18.4,891.7,0.04,0
3525.44,24638,2.83,0.67,94.31,2.14,5.61,14.54,26.59,11.34,5.17,24552,99.66,39067,90.08,1.23,46.04,13.71,2.6,11.44,43854,15766,16009,18653,21708,8391,10608,1239,5.05,1.66,8.25,27.88,3.76,75.78,21.81,22.21,11.99,31.02,9.04,25.5,11.73,10.39,3.25,83.06,82.12,93.21,80.89,69.28,75.88,181,1.12,870,17.82,22.18,33.1,40.57,0.63,0.78,1.17,1.43,93.42,0.96,4.9,3.75,2.83,3.01,2.32,78.3,1.85,29.97,3,379,95.83,73.59,0.53,27.18,1975,2.1,0.19,75300,88100,103100,27800,318,390,529,211,451,24.1,23,12.3,0,0,3.53,43.1,47.29,66.6,85.59,23.1,1065.7,2.96,0
5286.86,18624,2.66,0.91,97.86,0.96,0.77,14.34,28.45,13.15,9.61,18624,100,31270,81.94,0.74,40.09,25.82,6.02,13.14,37541,12728,12780,9193,0,10506,15777,1634,8.91,9.92,23.54,14.17,3.33,67.75,18.21,18.63,17.68,24.47,9.58,24.98,14.57,12.31,3.15,75.31,74.58,83.92,81.36,67.2,72.37,183,1.27,338,21.89,50.59,54.14,55.62,0.4,0.92,0.98,1.01,96.48,0.55,4.42,3.17,2.62,2.96,2.19,63.38,1.59,46.91,3,343,95.32,56.21,0,9.91,1972,1.54,0.11,57100,69700,88500,31400,290,356,400,110,411,24.5,16.2,11.6,0,2,1.81,67.38,46.8,66.38,85.88,8.6,2168.6,2.13,0
2857.94,24146,2.6,1.06,94.78,3.74,1.37,11.73,24.26,11.14,12.62,22191,91.9,44248,79.86,1.21,49.23,26.41,2.51,16.61,53208,20508,20501,18232,14667,23263,14550,902,3.76,3.94,12.83,36.63,4.95,66.24,20.7,24.86,7.45,38.4,7.11,29.34,8.75,7.96,3.12,86.54,85.93,91.91,85.65,57.08,67.89,126,0.74,1478,9.13,16.91,28.62,32.95,0.56,1.04,1.75,2.02,91.46,0.65,3.78,2.67,2.57,2.84,1.93,77.78,0.9,43.98,3,753,92.51,70.39,0.93,47.41,1963,0.42,0.4,135600,166000,215200,79600,477,599,682,205,658,25.9,23.2,14.2,0,0,6.12,72.44,61.93,83.29,90.75,21.5,1124.1,0.54,0
7568.62,110002,2.81,19.85,65.54,2.73,39.14,13.56,28.63,13.69,10.89,110002,100,27631,77.5,0.39,29.91,24.92,11.45,13.14,31478,12112,13481,8278,10404,14483,10387,17451,16.12,20.43,41.52,11.46,9.91,59.6,26.38,17.05,29.2,15.65,10.05,38.32,12.97,11.56,3.35,63.73,57.18,70.54,63.06,59.37,65.04,6880,9.04,40594,15.67,25.69,35.29,48.06,5.78,9.48,13.02,17.74,43.38,17.17,8.86,6.14,2.76,3.17,2.57,36.4,11.54,68.25,2,2214,94.64,31.7,4.74,34.87,1946,8.53,1.08,107800,145400,173900,66100,351,456,553,202,520,26.2,25.3,14.6,61,43,36.9,43.19,55.21,80.06,86.54,12.8,8617.3,10.61,7.43
8455.77,141686,2.71,26.6,58.54,2.32,26.5,14.06,29.69,14.3,12.13,141686,100,28704,73.85,0.41,32.76,28.61,13.24,16.51,33090,13156,15509,10612,9211,11321,8442,23463,17.07,17.99,38.91,12.28,10.62,57.72,25.38,22.73,20.19,19.03,10.69,41.25,14.3,12.62,3.28,53.59,46.99,57.79,55.71,58.8,65.86,12723,12.01,20731,14.71,24.62,34.53,43.87,2.15,3.6,5.05,6.42,63.86,7.56,8.46,5.58,2.63,2.68,2.59,45.05,6.74,65.45,2,4896,91.44,44.15,13.77,46.18,1948,8.66,0.72,118500,145900,171000,52500,364,496,595,231,594,30.3,26.2,16.9,201,12,14.63,52.63,50.12,86.56,88.23,16.6,8545.4,6.39,6.17
4957.98,19872,2.56,30.86,68.03,0.64,0.86,12.26,23.43,10.72,14.62,19872,100,33273,74.69,0.63,46.54,30.95,8.48,20.62,40370,15619,19486,7276,12348,13511,11064,3008,15.69,9.75,20.62,33.06,4.96,56.88,24.96,23.75,12.07,38.22,9.51,25.67,12.91,11.35,3.05,70.11,64.51,81.36,69.09,60.68,68.55,749,4.59,289,13.15,20.07,20.07,26.3,0.19,0.29,0.29,0.38,96.72,0.46,4.62,3.21,2.48,2.54,2.38,67.6,2.84,37.26,3,794,90.71,66.18,3.02,37.78,1968,6.41,0.02,51700,82900,123500,71800,194,320,449,255,418,26.2,20.1,12.7,38,0,1.45,46.4,47.37,70.9,76.83,14.1,1409.8,0,0
2351.27,12003,2.77,0.37,98.81,0.42,0.78,14.01,27.96,12.06,6.12,0,0,35005,88.86,1.62,43.84,15.87,3.3,13.44,37995,13512,13544,24509,5433,7405,9308,323,2.7,8.13,22.42,14.09,2.96,75.1,20.45,15.07,22.25,18.84,9.51,24.46,10.57,10.04,3.12,82.67,80.61,88.65,89.28,72.03,78.44,138,1.84,142,5.63,5.63,14.08,29.58,0.07,0.07,0.17,0.35,98.01,0.39,3.15,2.47,2.77,2.82,2.44,88.78,1.13,36.3,3,209,95.4,87.25,1.91,51.67,1975,2.51,0.37,62900,76100,93000,30100,252,322,422,170,407,21,19.7,11,0,0,1.18,83.61,58.23,78.87,94.31,31.5,380.8,0.06,0
2405.2,37093,2.78,0.77,91,7.42,2.42,12.17,21.93,10.55,11.83,37093,100,59020,83.39,0.91,69.37,23.06,1.89,12.69,67412,30531,31602,15439,12993,20991,17763,628,1.71,2.94,7.79,46.21,2.42,67.1,15.42,28.1,4.91,45.2,4.91,25.34,7.87,6.45,3.16,89.47,89.92,96.08,88.02,50.93,61.18,130,0.48,4184,11.59,15.25,21.25,27.92,1.31,1.72,2.4,3.15,82.66,1.99,3.76,2.97,2.75,2.82,2.31,87.71,1.08,29.18,3,415,96.98,85.4,0.48,23.86,1963,0.54,0,172300,235600,340300,168000,501,694,909,408,777,24.2,20.3,12,0,0,11.28,64.88,59.26,88.84,91.02,12.4,2996.2,9.71,0
2195.73,25684,3.08,3.9,93.06,1.89,2.76,15.46,25.18,13.84,10.18,21231,82.66,58250,84.55,1.33,62.7,23.52,1.79,14.75,64162,23204,24124,6510,21429,24364,16567,528,2.23,4.02,11.06,42.74,3.53,63.75,15.04,31.05,5.54,46.31,5.42,34.97,7.83,6.59,3.22,89.33,86.49,96.37,86.84,59.82,73.05,59,0.34,1291,9.68,14.33,19.21,26.96,0.49,0.72,0.97,1.35,92.33,0.57,3.46,2.77,2.82,2.95,2.1,88.95,0.38,23.55,3,250,97.09,85.17,0.8,30.4,1965,0.12,0.13,166500,203000,267000,100500,443,619,788,345,696,27.3,22.9,12.6,0,0,5.03,60.95,59.44,82.13,89.93,34.1,753.4,1.27,0
8987.86,29813,2.69,47.04,52.28,0.45,0.57,14.62,27.08,12.93,13.02,29813,100,24906,74.4,1.28,32.94,30.96,11.81,13.95,31048,12831,19015,5919,2760,23257,15387,6266,21.83,16.43,30.88,22.54,6.17,56.82,17.05,28.57,15.16,27.92,10.14,35.5,14.99,12.85,3.19,56.8,48.79,62.59,60.58,64.59,73.22,2122,8.81,452,21.24,23.01,32.08,33.41,0.32,0.35,0.49,0.51,96.07,0.41,7.15,4.88,2.57,2.65,2.46,59.21,4.77,43.04,3,716,93.93,57.39,2.23,44.69,1965,9.6,0.94,41500,59200,90400,48900,149,243,346,197,367,25.8,18.9,13.4,18,1,1.52,75.73,55.09,83.5,90.02,15.3,1951.1,1.24,0
3034.53,18374,2.74,1.04,97.01,0.99,1.58,12.86,29.5,11.47,4.89,18374,100,41049,90.82,0.69,50.25,12.72,3.26,9.04,44844,16207,16475,7918,2711,10524,6309,1059,5.8,2.55,10.47,20.33,2.93,79.57,25.13,19.63,12.21,24.82,7.99,26.83,12.92,10.56,3.17,77.65,78.86,86.67,87.05,78.1,81.27,208,1.81,307,19.22,28.99,33.88,35.83,0.32,0.48,0.57,0.6,97.1,0.51,3.45,2.63,2.74,2.86,2.22,83.92,1.49,41.51,3,237,96.58,80.21,1.27,29.11,1977,0.34,0.07,71600,88400,108400,36800,352,399,499,147,442,23.8,22.1,12.3,0,0,1.67,77.94,45.08,58.37,91.73,10.3,1791.2,1.92,0
1176.33,16857,2.67,0.9,97.62,1.06,1.04,12.6,22.9,10.72,11.12,13142,78.15,42474,82.07,0.46,56.13,23.45,2.08,20.72,46660,17899,17928,17967,0,16940,13435,730,4.34,5.94,13.7,34.67,5.48,66.71,15.94,30,8.83,36.02,7.48,25.47,8.57,8.04,3.08,85.61,84.22,96.69,85.52,60.65,72.32,51,0.43,498,2.21,3.21,7.23,17.87,0.07,0.09,0.21,0.53,92.91,0.21,3.07,2.38,2.67,2.75,2.45,74.36,0.81,40.9,3,922,87.26,72.11,1.74,59.44,1966,1.33,0,135500,168800,231900,96400,436,606,784,348,714,27.3,24.2,14.1,0,0,2.96,37.26,56.6,77.89,80.03,24,701.1,1.11,0
4179.64,11997,2.92,13.95,83.5,1.84,1.38,10.34,25.13,9.92,10.2,10940,91.19,41129,86.84,0.66,46.89,18.97,3.67,14.52,44638,15711,16735,10148,0,13882,19944,749,6.69,5.66,16.76,22.67,3.05,65.33,22.8,23.67,15.84,27.64,11.9,28.04,11.28,11.61,3.15,79.96,78,85.02,70.48,58.38,68.07,273,3.93,436,7.8,22.94,34.86,52.06,0.28,0.83,1.27,1.89,93.86,0.28,4.26,3.21,2.73,2.84,2.45,74,1.58,29.45,3,156,96.34,71.06,2.56,40.38,1974,0.63,0.14,88800,111200,136200,47400,427,494,583,156,632,26.1,24.7,14,0,0,3.63,72.7,53.09,77.55,89.05,9.1,1322,2.16,0
5862.24,11631,2.93,0.65,96.03,2.28,2.61,17.68,28.64,14.52,4.75,11631,100,47513,92.68,0.84,46.17,11.17,2.78,12.31,53178,17438,17595,21188,4965,11941,13471,414,3.61,5.18,14.97,15.62,5.09,72.41,30.69,20.81,14.37,23,7.69,28.94,9.96,8.85,3.37,87.11,86.79,95.97,92.5,54,68.48,85,1.14,484,10.54,15.29,17.98,25,0.44,0.64,0.75,1.04,95.08,0.81,4.32,3.41,2.9,3.31,1.89,81.04,1.64,35.36,3,177,95.72,70.93,0.56,11.86,1975,1.26,0.17,76400,89700,106400,30000,409,433,465,56,484,23.5,15.8,14,0,0,4.16,78.93,60.19,91.01,94.24,6.7,1734.9,0.76,0
2315.54,12361,2.68,0.83,94.56,2.48,5.39,9.42,20.29,6.65,4.05,0,0,43379,89.07,1.82,53.9,10.8,2.44,9.1,46785,18146,18343,16473,22524,15114,11576,574,4.65,2.74,7.72,42.86,3.24,79.53,22.79,26.49,6.46,42.59,9.16,21.94,12.35,10.78,3.15,84.34,85.54,96.07,86.31,65.64,69.9,16,0.24,400,10.25,10.25,18,21,0.33,0.33,0.58,0.68,94.34,0.57,3.04,2.23,2.68,2.8,2.27,81.34,1.32,37.6,3,173,96.38,77.93,0.58,37.57,1981,0.52,0,82700,97700,122200,39500,385,483,641,256,561,25.1,23.6,13.9,0,0,3.24,40.98,41.69,69.03,79.69,7.9,1555.2,3.33,0
1042.91,15372,3.04,0.51,96.35,2.93,1.62,13.09,21.16,10.79,12.05,15372,100,75905,84.89,1.19,71,24.73,1.45,17.82,80614,33124,33300,24098,0,30507,16432,273,1.82,4.54,9.95,45.5,2.25,64.07,18.62,26.99,5.77,47.28,2.98,26.03,5.37,4.23,3.21,91.9,90.65,98.01,89.54,43.55,58.19,35,0.31,1297,11.87,18.74,28.91,29.22,1,1.58,2.44,2.47,90.29,0.87,3.75,3.24,2.95,2.98,2.62,93.27,0.38,12.02,3,189,96.4,92.43,2.65,20.11,1958,0.36,0,251600,333800,432700,181100,709,927,1001,292,1001,26.5,24.1,13.6,0,0,8.44,55.21,67.54,83.45,90.04,6.8,2265.3,6.57,0
4975.71,32520,2.47,0.22,96.37,2.52,1.15,11.81,23.19,10.69,17.02,0,0,24202,71.73,0.34,57.06,36.77,8.02,18.1,31016,12286,12608,7440,7281,2211,5198,3344,10.65,12.71,25.55,14.48,5.79,57.24,35.79,22.83,24.34,21.63,7.96,27.52,9.43,8.74,3.03,78.34,78.6,86.1,80.85,68.61,74.55,407,1.4,878,35.19,40.43,42.82,62.07,0.95,1.09,1.16,1.68,93.99,1.48,4,2.64,2.39,2.58,2.01,71.32,1.53,43.24,3,584,95.75,65.96,1.37,48.29,1950,3.01,0.23,38100,48100,63500,25400,182,237,300,118,294,23.5,17.1,12.3,0,0,2.7,84.27,60.66,87.41,93.57,14.9,2177.5,0.91,0
5221.83,17648,2.65,7.73,86.42,0.16,9.5,14.82,27.61,12.85,12.53,0,0,25385,75.78,1.32,38.49,30.83,9.69,16.11,30516,11267,11766,8166,16970,2673,7666,2511,14.66,8.68,26.83,10.41,10.08,56.91,35.32,21.3,28.65,18.25,11.48,29.35,14.77,13.26,3.19,65.47,63.43,65.39,69.33,64.27,70.3,475,3.22,229,5.24,16.59,19.21,20.52,0.07,0.22,0.25,0.27,92.49,1.03,5.84,3.97,2.59,2.66,2.47,62.5,2.27,43.15,3,351,94.99,60.68,1.99,35.33,1941,7.68,0.37,38500,48400,61500,23000,198,266,328,130,357,24,15,12.3,8,0,1.3,80.84,58.92,87.07,93.57,6.4,2753.9,0.53,0
2903.31,33687,2.43,1.68,96.72,1.23,1.06,10.5,24.43,11.32,16.51,0,0,35230,76.35,0.38,49.96,32.49,4.53,20.61,43081,16407,16551,11103,16572,13207,10797,1734,5.24,12.83,27.5,15.67,5.1,64.44,28.28,23.07,17.21,24.25,8.5,28.89,11.14,9.89,2.95,78.13,77.27,86.55,82.38,65.88,75.55,476,1.98,2282,5.7,7.62,13.45,18.93,0.39,0.52,0.91,1.28,88.91,1.26,2.63,1.76,2.38,2.58,2.04,67.93,1.04,53.55,2,1278,91.57,62.7,0.47,63.62,1954,1.92,0.52,118600,141700,169300,50700,308,428,522,214,511,24.6,24.2,14,5,0,6.77,73.23,57.8,87.32,92.62,41.2,817.2,0.77,0
5700.67,48404,2.39,2.94,83.48,5.5,14.36,10.41,24.63,11.92,12.27,48404,100,41922,77.68,0.97,54.64,24.16,5.21,16.35,53778,24230,26557,15665,15034,17163,9180,3815,8.08,5.82,11.04,38.35,4.77,65.22,8.28,26.05,7.58,38.08,11.39,36.18,16.53,14.02,2.85,71.14,69.64,83.89,72.96,63.6,70.1,926,3.22,10338,24.35,36.31,46.38,55,5.2,7.76,9.91,11.75,76.17,7.78,4.77,3,2.31,2.38,2.24,55.95,5.93,54.01,2,844,96.01,54.47,0.83,16,1963,1.42,0.31,268500,342700,437400,168900,570,691,874,304,730,31.9,24,12,170,16,21.36,44.63,45.43,71.92,85.78,17.2,2816.8,12.1,0
1694.27,12697,2.99,0.44,99.17,0.17,0.22,14.78,28.07,12.93,6.4,5987,47.15,31617,87.45,1.48,30.2,21.19,4.92,13.23,32658,11216,11224,14904,2166,0,15000,1060,8.41,12.41,37.21,6.79,5.71,65.42,30.99,14.35,27.07,13.91,8.77,22.51,11.21,10.01,3.26,82.92,78.62,85.89,84.85,62.42,68.66,131,1.33,27,0,33.33,33.33,33.33,0,0.07,0.07,0.07,98.57,0.08,4.87,4.19,2.99,2.98,3,88.92,2.73,30.41,3,130,97.03,88.97,2.31,43.08,1973,3.41,0.57,49900,62000,76600,26700,238,293,377,139,408,24.1,19.4,11.6,0,0,0.21,74.45,59.15,79.11,94.06,35.7,355.3,0.78,0
4071.35,20608,2.51,1.31,96.22,2.08,1.16,9.41,21.17,9.1,13.14,15745,76.4,52979,81.1,0.42,65.18,27.35,2.76,17.96,61754,28286,28331,24242,25000,28481,16666,531,2.61,4.44,11.13,43.58,3.47,67.2,13.87,31.15,5.06,44.78,6.78,26.96,10.07,8.53,3,86.23,86.77,94.54,89.03,57.26,70.19,77,0.58,1538,7.74,11.77,21.2,26.72,0.58,0.88,1.58,1.99,90.49,0.49,2.58,1.78,2.47,2.65,1.97,78.49,0.4,41.6,3,441,94.9,73.04,1.13,35.6,1971,0.55,0,164200,211900,289600,125400,599,739,969,370,833,24.9,22.1,12,7,0,7.46,57.34,49.62,80.42,85.53,29.1,709,1.72,0
